word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
interval,0,2.57,1.57,0,30,1.0,45,Noun,NN,160465
folk,0,3.57,1.53,0,28,1.0,365,Noun,NN,520114
supporter,0,3.26,1.2,0,27,1.0,37,Noun,NN,322414
correction,0,3.0,1.41,0,26,1.0,163,Noun,NN,128033
realm,0,2.96,1.59,0,25,1.0,238,Noun,NN,147975
lifestyle,0,2.14,1.24,0,28,1.0,252,Noun,NN,226820
outcome,0,2.27,1.4,0,26,1.0,201,Noun,NN,587933
adaptation,0,2.04,0.96,0,28,1.0,81,Noun,NN,129815
boss,0,3.83,1.42,0,30,1.0,6339,Noun,NN,260994
output,0,2.48,1.6,0,27,1.0,71,Noun,NN,460381
recognition,0,2.39,1.2,2,25,0.92,233,Noun,NN,312727
edition,0,3.21,1.47,0,28,1.0,249,Noun,NN,413709
province,0,3.1,1.4,0,29,1.0,163,Noun,NN,178595
joy,0,2.37,1.52,0,27,1.0,1456,Noun,NN,277098
architect,0,3.74,1.1,0,27,1.0,334,Noun,NN,177274
engineering,0,2.69,1.42,0,29,1.0,333,Noun,NN,376958
evening,0,3.26,1.58,0,27,1.0,6155,Noun,NN,763002
partnership,0,2.82,1.44,0,28,1.0,270,Noun,NN,457740
emphasis,0,2.12,1.24,0,26,1.0,65,Noun,NN,291315
enforcement,0,2.48,1.39,2,27,0.93,339,Noun,NN,274640
exhibition,0,3.52,1.27,0,29,1.0,207,Noun,NN,335194
leadership,0,2.43,1.26,0,28,1.0,249,Noun,NN,529069
sake,0,2.74,1.68,1,28,0.96,3272,Noun,NN,210725
attendance,0,3.07,1.33,0,27,1.0,135,Noun,NN,165662
combination,0,2.86,1.24,0,28,1.0,611,Noun,NN,502779
domain,0,3.4,1.22,0,30,1.0,132,Noun,NN,330398
legislation,0,3.14,1.38,0,29,1.0,52,Noun,NN,524539
evolution,0,2.61,1.4,0,28,1.0,272,Noun,NN,308451
killer,0,3.31,1.56,0,29,1.0,3206,Noun,NN,156029
announcement,0,2.79,1.52,1,29,0.97,525,Noun,NN,231829
immigrant,0,3.72,1.57,0,25,1.0,79,Noun,NN,223174
motion,0,3.8,1.24,0,30,1.0,967,Noun,NN,426988
childhood,0,2.53,1.36,0,30,1.0,723,Noun,NN,222485
storage,0,3.47,1.2,0,30,1.0,452,Noun,NN,428626
squad,0,3.65,1.16,0,26,1.0,1096,Noun,NN,171922
guideline,0,3.93,1.36,0,28,1.0,14,Noun,NN,302697
pain,0,3.5,1.58,0,28,1.0,4995,Noun,NN,787467
preparation,0,2.18,1.28,1,29,0.97,206,Noun,NN,300601
fiction,0,2.14,1.48,0,28,1.0,310,Noun,NN,279646
doctrine,0,2.12,1.18,0,26,1.0,43,Noun,NN,223749
crisis,0,2.33,1.45,0,30,1.0,849,Noun,NN,556466
overview,0,3.28,1.51,0,29,1.0,22,Noun,NN,145402
exploration,0,2.83,1.34,0,30,1.0,96,Noun,NN,162343
expenditure,0,2.76,1.43,0,29,1.0,14,Noun,NN,161720
dealer,0,3.76,1.2,0,25,1.0,831,Noun,NN,245230
modification,0,2.79,1.26,0,28,1.0,43,Noun,NN,149748
cancer,0,3.86,1.48,1,30,0.97,1139,Noun,NN,709323
identification,0,3.4,1.52,0,30,1.0,409,Noun,NN,188847
gentleman,0,3.57,1.32,0,28,1.0,2135,Noun,NN,185749
delivery,0,3.69,1.12,0,26,1.0,1017,Noun,NN,555950
publishing,0,2.86,1.24,0,28,1.0,194,Noun,NN,159451
controversy,0,2.29,1.33,0,24,1.0,83,Noun,NN,149243
removal,0,3.0,1.39,0,27,1.0,105,Noun,NN,208952
spectrum,0,2.97,1.64,0,29,1.0,110,Noun,NN,171365
conviction,0,2.07,1.25,0,28,1.0,303,Noun,NN,195658
legend,0,2.96,1.6,0,28,1.0,875,Noun,NN,156761
volume,0,3.07,1.56,1,29,0.97,354,Noun,NN,645373
restriction,0,2.25,1.48,0,28,1.0,26,Noun,NN,276629
discovery,0,2.36,1.42,0,28,1.0,584,Noun,NN,292330
tech,0,3.03,1.4,1,30,0.97,326,Noun,NN,145694
mathematics,0,2.52,1.42,0,27,1.0,156,Noun,NN,179175
habitat,0,3.9,1.37,0,29,1.0,114,Noun,NN,182209
margin,0,3.46,1.61,0,26,1.0,100,Noun,NN,196493
afternoon,0,3.7,1.49,0,27,1.0,4666,Noun,NN,455536
presence,0,2.72,1.22,0,29,1.0,1064,Noun,NN,578671
representation,0,2.19,1.52,0,26,1.0,127,Noun,NN,333758
voter,0,3.93,1.3,0,28,1.0,41,Noun,NN,310075
texture,0,3.83,1.15,0,30,1.0,84,Noun,NN,145361
administration,0,2.78,1.45,0,27,1.0,387,Noun,NN,567162
parking,0,3.85,1.32,0,27,1.0,1379,Noun,NN,400974
gospel,0,3.82,1.19,0,28,1.0,160,Noun,NN,138634
talent,0,2.19,1.14,0,27,1.0,1332,Noun,NN,368874
consultation,0,2.19,1.08,0,27,1.0,64,Noun,NN,365309
agreement,0,2.22,1.15,0,27,1.0,892,Noun,NN,825615
solicitor,0,3.92,1.38,2,28,0.93,45,Noun,NN,154940
researcher,0,3.81,1.44,0,27,1.0,38,Noun,NN,569977
proposition,0,2.16,1.18,0,25,1.0,402,Noun,NN,137489
discrimination,0,2.29,1.18,0,28,1.0,111,Noun,NN,215822
seminar,0,3.48,1.33,0,29,1.0,217,Noun,NN,173092
input,0,2.5,1.17,0,28,1.0,152,Noun,NN,441277
frequency,0,2.69,1.39,0,29,1.0,337,Noun,NN,286838
tribute,0,2.67,1.58,0,24,1.0,267,Noun,NN,131993
transition,0,2.19,1.3,0,27,1.0,159,Noun,NN,291262
warning,0,3.21,1.37,0,29,1.0,1630,Noun,NN,318576
defense,0,2.45,1.43,0,29,1.0,1665,Noun,NN,369720
accident,0,3.26,1.48,0,27,1.0,4146,Noun,NN,451655
configuration,0,2.54,1.45,0,26,1.0,48,Noun,NN,193647
disorder,0,3.1,1.37,0,30,1.0,364,Noun,NN,289519
suggestion,0,2.23,1.14,0,26,1.0,622,Noun,NN,441317
personality,0,2.08,1.26,0,26,1.0,811,Noun,NN,284287
reservation,0,3.14,1.46,0,28,1.0,526,Noun,NN,149732
functionality,0,2.1,1.18,0,29,1.0,4,Noun,NN,158087
cooperation,0,2.03,1.13,0,30,1.0,407,Noun,NN,163308
submission,0,3.0,1.36,0,30,1.0,55,Noun,NN,243028
symbol,0,3.11,1.37,0,27,1.0,438,Noun,NN,297280
electricity,0,3.9,1.4,0,29,1.0,584,Noun,NN,275471
objection,0,2.29,1.21,0,28,1.0,1108,Noun,NN,166669
hero,0,3.07,1.47,0,27,1.0,2542,Noun,NN,308771
password,0,3.83,1.39,0,29,1.0,407,Noun,NN,190312
enterprise,0,2.04,1.0,1,27,0.96,413,Noun,NN,306978
diagnosis,0,2.63,1.31,0,27,1.0,219,Noun,NN,198803
contribution,0,2.41,1.21,0,29,1.0,223,Noun,NN,630095
reflection,0,3.29,1.51,0,28,1.0,256,Noun,NN,224849
comedy,0,3.1,1.26,0,29,1.0,602,Noun,NN,223250
employment,0,3.3,1.56,0,27,1.0,272,Noun,NN,529671
orientation,0,2.43,1.29,0,28,1.0,124,Noun,NN,138355
symptom,0,3.19,1.24,0,27,1.0,96,Noun,NN,403049
revelation,0,2.21,1.03,0,28,1.0,140,Noun,NN,159820
observation,0,2.12,1.53,0,26,1.0,380,Noun,NN,394130
suspension,0,3.17,1.36,0,29,1.0,222,Noun,NN,136697
timing,0,2.86,1.38,0,28,1.0,764,Noun,NN,168517
revenue,0,3.11,1.45,0,28,1.0,122,Noun,NN,433007
duty,0,2.19,1.36,0,27,1.0,2599,Noun,NN,715001
applicant,0,4.0,1.36,0,30,1.0,31,Noun,NN,325786
screening,0,3.11,1.34,0,27,1.0,173,Noun,NN,128828
translation,0,2.96,1.43,1,27,0.96,239,Noun,NN,331752
departure,0,3.07,1.34,0,30,1.0,275,Noun,NN,146078
division,0,2.8,1.35,0,30,1.0,946,Noun,NN,420287
terror,0,2.43,1.48,0,28,1.0,459,Noun,NN,156068
survival,0,2.34,1.45,0,29,1.0,515,Noun,NN,214232
clause,0,2.73,1.48,0,26,1.0,143,Noun,NN,198952
settlement,0,3.07,1.39,0,29,1.0,322,Noun,NN,301010
adoption,0,3.03,1.45,0,29,1.0,239,Noun,NN,183488
pattern,0,3.92,1.18,1,25,0.96,738,Noun,NN,737248
dining,0,3.75,1.11,1,29,0.97,598,Noun,NN,159316
simulation,0,3.03,1.48,0,29,1.0,115,Noun,NN,150176
atmosphere,0,3.04,1.45,0,28,1.0,493,Noun,NN,382089
arrangement,0,2.3,1.18,0,30,1.0,482,Noun,NN,473755
handful,0,3.48,1.37,0,27,1.0,291,Noun,NN,139365
protein,0,3.66,1.45,0,29,1.0,230,Noun,NN,308354
genius,0,3.0,1.35,0,23,1.0,1773,Noun,NN,127512
context,0,2.17,1.29,0,30,1.0,163,Noun,NN,774915
separation,0,2.96,1.43,0,27,1.0,248,Noun,NN,143941
compensation,0,3.25,1.42,1,25,0.96,109,Noun,NN,245291
fleet,0,3.81,1.24,0,27,1.0,540,Noun,NN,144993
budget,0,3.14,1.41,0,29,1.0,513,Noun,NN,788931
promotion,0,3.21,1.14,0,24,1.0,557,Noun,NN,242982
examination,0,3.93,1.33,0,29,1.0,281,Noun,NN,293252
assessment,0,2.11,1.19,0,27,1.0,158,Noun,NN,693135
entertainment,0,2.92,1.23,0,26,1.0,640,Noun,NN,290930
labor,0,3.08,1.32,0,25,1.0,621,Noun,NN,316222
relief,0,2.45,1.4,0,29,1.0,744,Noun,NN,325163
decade,0,3.19,1.62,0,27,1.0,247,Noun,NN,773056
motivation,0,2.1,1.21,0,29,1.0,151,Noun,NN,181241
programming,0,2.97,1.55,0,29,1.0,160,Noun,NN,239177
tactic,0,2.1,1.37,0,30,1.0,79,Noun,NN,197110
availability,0,2.32,1.42,0,28,1.0,30,Noun,NN,195665
distinction,0,2.08,1.41,1,27,0.96,150,Noun,NN,237495
era,0,2.24,1.43,0,29,1.0,291,Noun,NN,326387
guidance,0,2.46,1.36,0,26,1.0,376,Noun,NN,396316
jazz,0,3.9,1.01,0,29,1.0,608,Noun,NN,181508
construction,0,3.72,1.44,0,29,1.0,706,Noun,NN,660520
calculation,0,3.0,1.58,0,29,1.0,32,Noun,NN,177793
temperature,0,3.71,1.41,0,28,1.0,702,Noun,NN,614841
fortune,0,2.9,1.5,0,29,1.0,1518,Noun,NN,165151
coalition,0,2.75,1.43,2,30,0.93,92,Noun,NN,174452
oxygen,0,3.66,1.72,0,29,1.0,708,Noun,NN,135813
node,0,4.0,0.85,1,30,0.97,25,Noun,NN,162488
prophet,0,3.78,1.4,0,27,1.0,272,Noun,NN,135167
correspondence,0,3.35,1.55,0,26,1.0,115,Noun,NN,130654
investigation,0,2.52,1.3,0,29,1.0,1491,Noun,NN,569043
territory,0,3.41,1.5,0,29,1.0,748,Noun,NN,281691
philosophy,0,2.14,1.33,0,29,1.0,422,Noun,NN,389336
consensus,0,2.32,1.25,0,28,1.0,83,Noun,NN,148790
minority,0,2.65,1.41,0,26,1.0,113,Noun,NN,307872
evaluation,0,3.0,1.35,1,24,0.96,225,Noun,NN,301959
norm,0,2.11,1.1,1,29,0.97,170,Noun,NN,152729
profession,0,2.83,1.34,0,30,1.0,461,Noun,NN,237531
lesson,0,2.79,1.29,0,28,1.0,1644,Noun,NN,560202
destruction,0,3.21,1.17,0,28,1.0,587,Noun,NN,259357
apology,0,2.86,1.67,0,28,1.0,804,Noun,NN,133316
documentation,0,3.55,1.35,0,29,1.0,69,Noun,NN,204149
engagement,0,2.75,1.46,0,28,1.0,666,Noun,NN,242305
holiday,0,2.86,1.33,0,28,1.0,1086,Noun,NN,701366
layout,0,3.38,1.53,0,24,1.0,178,Noun,NN,193806
prospect,0,2.4,1.5,1,26,0.96,178,Noun,NN,269938
incentive,0,2.26,1.1,0,27,1.0,100,Noun,NN,215995
pollution,0,3.75,1.08,0,28,1.0,97,Noun,NN,150643
entry,0,3.62,1.52,0,29,1.0,620,Noun,NN,715798
conclusion,0,2.11,1.1,0,28,1.0,465,Noun,NN,558355
biology,0,3.48,1.5,0,29,1.0,250,Noun,NN,140509
emission,0,3.33,1.27,0,27,1.0,25,Noun,NN,300932
adviser,0,3.67,1.4,0,24,1.0,53,Noun,NN,151890
discourse,0,2.87,1.25,0,30,1.0,20,Noun,NN,137264
intelligence,0,2.24,1.53,0,29,1.0,983,Noun,NN,383526
summary,0,3.03,1.35,0,30,1.0,85,Noun,NN,274216
prescription,0,4.0,1.18,0,27,1.0,376,Noun,NN,145743
marketing,0,2.33,1.11,0,27,1.0,243,Noun,NN,564228
ruling,0,2.32,1.35,3,28,0.89,209,Noun,NN,213532
mode,0,2.46,1.45,0,26,1.0,263,Noun,NN,504817
density,0,2.52,1.48,0,29,1.0,73,Noun,NN,153180
angel,0,3.82,1.49,0,28,1.0,3992,Noun,NN,175276
flight,0,3.9,1.29,0,29,1.0,3044,Noun,NN,551006
permission,0,2.27,1.39,0,30,1.0,1587,Noun,NN,383435
institution,0,3.33,1.49,0,27,1.0,396,Noun,NN,769238
recommendation,0,2.87,1.38,0,30,1.0,258,Noun,NN,483652
expression,0,2.54,1.37,0,28,1.0,651,Noun,NN,539225
species,0,3.36,1.47,0,28,1.0,696,Noun,NN,268939
enthusiasm,0,2.34,1.34,0,29,1.0,229,Noun,NN,155471
universe,0,3.85,1.49,0,27,1.0,1289,Noun,NN,335960
portion,0,3.78,1.34,0,27,1.0,221,Noun,NN,377377
replacement,0,3.47,1.2,0,30,1.0,317,Noun,NN,289128
workforce,0,3.63,1.38,0,30,1.0,17,Noun,NN,128719
charity,0,2.62,1.29,0,29,1.0,841,Noun,NN,427075
conservation,0,2.41,1.39,0,27,1.0,32,Noun,NN,208831
opposition,0,2.25,1.24,0,28,1.0,155,Noun,NN,392134
commodity,0,2.91,1.59,0,23,1.0,84,Noun,NN,139698
enemy,0,2.83,1.36,0,29,1.0,2474,Noun,NN,538854
immigration,0,3.03,1.45,0,29,1.0,128,Noun,NN,239594
humanity,0,2.36,1.38,0,25,1.0,495,Noun,NN,276408
formation,0,3.23,1.42,1,27,0.96,203,Noun,NN,262352
duration,0,2.08,1.02,0,26,1.0,81,Noun,NN,147119
occasion,0,2.52,1.25,0,27,1.0,844,Noun,NN,495300
selection,0,2.34,1.14,0,29,1.0,232,Noun,NN,558959
hunting,0,3.96,1.07,0,23,1.0,1081,Noun,NN,139303
advantage,0,2.0,1.12,0,28,1.0,1125,Noun,NN,779466
statistic,0,2.88,1.54,0,24,1.0,31,Noun,NN,274321
producer,0,3.0,1.41,1,25,0.96,636,Noun,NN,351539
rhythm,0,3.07,1.12,0,28,1.0,556,Noun,NN,127463
scope,0,3.74,1.43,0,27,1.0,286,Noun,NN,282212
proposal,0,2.75,1.32,0,28,1.0,448,Noun,NN,731841
regulation,0,2.0,1.1,0,29,1.0,126,Noun,NN,664690
topic,0,2.59,1.3,0,29,1.0,271,Noun,NN,789206
algorithm,0,3.07,1.63,0,28,1.0,27,Noun,NN,178149
ceremony,0,3.57,0.96,0,28,1.0,807,Noun,NN,240900
commentary,0,2.96,1.61,0,26,1.0,76,Noun,NN,182036
restoration,0,2.65,1.29,0,26,1.0,48,Noun,NN,136187
prayer,0,3.28,1.46,0,29,1.0,805,Noun,NN,351819
injury,0,4.0,1.22,0,29,1.0,520,Noun,NN,599724
admission,0,2.83,1.32,0,30,1.0,181,Noun,NN,237409
bacterium,0,3.69,1.28,1,30,0.97,9,Noun,NN,155290
healing,0,2.76,1.41,0,29,1.0,326,Noun,NN,132888
statute,0,3.88,1.51,1,27,0.96,97,Noun,NN,157465
capacity,0,3.1,1.54,0,30,1.0,413,Noun,NN,589986
dimension,0,2.5,1.42,0,26,1.0,236,Noun,NN,252990
defender,0,3.19,1.36,0,26,1.0,152,Noun,NN,142628
distribution,0,3.33,1.36,0,27,1.0,157,Noun,NN,475388
equation,0,3.65,1.5,1,27,0.96,178,Noun,NN,160815
database,0,4.0,0.93,0,29,1.0,290,Noun,NN,503564
fee,0,3.89,1.19,0,27,1.0,494,Noun,NN,745626
bunch,0,3.5,1.36,0,30,1.0,3003,Noun,NN,259905
invention,0,3.48,1.43,0,29,1.0,310,Noun,NN,131000
exposure,0,2.39,1.4,0,28,1.0,291,Noun,NN,363579
recording,0,3.68,1.16,0,28,1.0,748,Noun,NN,332755
auto,0,4.0,1.36,0,28,1.0,391,Noun,NN,142085
sequence,0,3.1,1.26,0,29,1.0,428,Noun,NN,355402
proportion,0,2.57,1.45,0,28,1.0,139,Noun,NN,296100
speech,0,3.37,1.69,0,27,1.0,1940,Noun,NN,601825
error,0,2.68,1.52,0,28,1.0,473,Noun,NN,675806
essay,0,3.97,1.07,0,30,1.0,313,Noun,NN,311604
racism,0,2.36,1.11,0,25,1.0,88,Noun,NN,132670
provider,0,3.78,1.5,0,27,1.0,74,Noun,NN,562832
emergency,0,2.41,1.05,0,27,1.0,2776,Noun,NN,387894
stability,0,2.41,1.02,0,29,1.0,90,Noun,NN,190137
kingdom,0,3.76,1.3,0,29,1.0,787,Noun,NN,172610
disability,0,3.46,1.4,1,29,0.97,101,Noun,NN,383638
survivor,0,3.33,1.15,0,30,1.0,221,Noun,NN,130414
portfolio,0,4.0,1.21,0,27,1.0,104,Noun,NN,202958
housing,0,4.0,1.04,0,25,1.0,207,Noun,NN,606237
trend,0,2.42,1.27,0,26,1.0,106,Noun,NN,455866
wedding,0,3.92,1.32,0,26,1.0,5173,Noun,NN,373058
friendship,0,2.39,1.29,0,28,1.0,1164,Noun,NN,167069
resistance,0,2.68,1.36,0,28,1.0,431,Noun,NN,311422
salary,0,3.69,1.37,0,29,1.0,548,Noun,NN,273839
wireless,0,3.57,1.62,0,28,1.0,135,Noun,NN,159190
employer,0,3.81,1.42,0,27,1.0,274,Noun,NN,615003
inclusion,0,2.21,1.13,0,28,1.0,10,Noun,NN,156430
radiation,0,3.43,1.5,0,28,1.0,419,Noun,NN,177922
info,0,2.39,1.5,0,28,1.0,189,Noun,NN,282576
marriage,0,2.51,1.2,2,6067,1.0,3930,Noun,NN,637758
virus,0,3.48,1.48,0,27,1.0,964,Noun,NN,246503
weight,0,3.94,1.21,0,31,1.0,1850,Noun,NN,795758
observer,0,3.88,1.4,0,26,1.0,188,Noun,NN,138760
contributor,0,3.6,1.19,1,26,0.96,18,Noun,NN,135249
collaboration,0,2.59,1.37,0,27,1.0,58,Noun,NN,282527
district,0,3.29,1.3,1,29,0.97,1068,Noun,NN,545462
penalty,0,2.86,1.48,0,28,1.0,464,Noun,NN,341904
indicator,0,2.73,1.4,0,26,1.0,44,Noun,NN,190593
acquisition,0,2.6,1.41,0,25,1.0,74,Noun,NN,180249
membership,0,3.04,1.5,1,29,0.97,165,Noun,NN,327535
accounting,0,3.27,1.66,0,26,1.0,230,Noun,NN,145640
setup,0,3.5,1.43,0,28,1.0,440,Noun,NN,148442
attraction,0,2.24,1.35,0,29,1.0,348,Noun,NN,212867
faculty,0,3.96,1.26,0,28,1.0,248,Noun,NN,351557
recruitment,0,2.48,1.21,0,31,1.0,42,Noun,NN,153874
participation,0,2.86,1.41,0,29,1.0,101,Noun,NN,283600
insurance,0,2.86,1.46,0,28,1.0,1955,Noun,NN,729017
holder,0,3.74,1.2,1,28,0.96,82,Noun,NN,185780
achievement,0,2.37,1.5,0,30,1.0,178,Noun,NN,355966
usage,0,2.07,0.98,0,28,1.0,26,Noun,NN,208301
interaction,0,2.74,1.51,0,27,1.0,60,Noun,NN,380817
idiot,0,3.32,1.39,1,29,0.97,3377,Noun,NN,131779
unemployment,0,3.11,1.5,0,27,1.0,160,Noun,NN,213116
noise,0,3.52,1.4,0,27,1.0,1779,Noun,NN,415026
danger,0,2.68,1.22,0,25,1.0,2227,Noun,NN,425087
reviewer,0,3.67,1.27,0,27,1.0,26,Noun,NN,129657
profile,0,3.1,1.5,0,29,1.0,657,Noun,NN,401055
economist,0,3.25,1.55,0,28,1.0,11,Noun,NN,151159
popularity,0,2.37,1.39,0,27,1.0,149,Noun,NN,139789
defendant,0,3.8,1.32,0,30,1.0,904,Noun,NN,254529
fitness,0,3.11,1.23,0,28,1.0,89,Noun,NN,156759
equity,0,2.22,1.31,0,27,1.0,67,Noun,NN,178056
inquiry,0,2.7,1.44,0,27,1.0,178,Noun,NN,219635
approval,0,2.33,1.05,0,24,1.0,428,Noun,NN,305326
media,0,3.57,1.19,0,30,1.0,1137,Noun,NN,136288
array,0,2.54,1.6,0,28,1.0,108,Noun,NN,244904
developer,0,3.54,1.35,0,24,1.0,46,Noun,NN,482229
accommodation,0,2.96,1.19,0,27,1.0,48,Noun,NN,375793
heating,0,3.34,1.4,0,29,1.0,137,Noun,NN,182923
terrorism,0,2.79,1.29,0,29,1.0,209,Noun,NN,173274
disclosure,0,2.18,1.28,0,28,1.0,51,Noun,NN,149459
boundary,0,3.04,1.02,0,27,1.0,69,Noun,NN,315862
transformation,0,2.94,1.5,0,31,1.0,101,Noun,NN,186340
qualification,0,2.0,1.17,0,30,1.0,13,Noun,NN,248183
league,0,3.46,1.32,1,29,0.97,950,Noun,NN,301205
registration,0,3.68,1.36,0,28,1.0,333,Noun,NN,298865
corruption,0,2.39,1.45,0,28,1.0,218,Noun,NN,178091
candidate,0,3.81,1.36,0,27,1.0,434,Noun,NN,716013
offence,0,3.07,1.41,2,29,0.93,273,Noun,NN,232857
monster,0,3.72,1.31,0,29,1.0,1982,Noun,NN,170147
module,0,3.93,1.41,0,30,1.0,136,Noun,NN,356801
wealth,0,2.63,1.5,0,27,1.0,324,Noun,NN,368412
animation,0,3.41,1.42,0,27,1.0,62,Noun,NN,142665
poverty,0,2.54,1.43,0,28,1.0,221,Noun,NN,317399
depth,0,3.11,1.22,0,27,1.0,421,Noun,NN,396057
pursuit,0,2.92,1.41,1,26,0.96,359,Noun,NN,142224
adventure,0,2.59,1.42,0,27,1.0,685,Noun,NN,274370
gender,0,3.33,1.47,0,27,1.0,143,Noun,NN,273126
processing,0,2.03,1.43,0,29,1.0,193,Noun,NN,262682
procedure,0,2.67,1.27,0,30,1.0,823,Noun,NN,721903
feedback,0,2.48,1.4,0,29,1.0,140,Noun,NN,378395
recession,0,2.42,1.53,0,24,1.0,23,Noun,NN,184076
confidence,0,2.17,1.12,0,30,1.0,993,Noun,NN,474681
anniversary,0,3.15,1.54,0,27,1.0,939,Noun,NN,188150
demonstration,0,3.75,1.17,0,28,1.0,366,Noun,NN,230975
presentation,0,3.11,1.17,0,28,1.0,368,Noun,NN,528588
adjustment,0,2.81,1.33,0,27,1.0,158,Noun,NN,180678
colony,0,3.77,1.11,0,26,1.0,302,Noun,NN,167292
cousin,0,3.7,1.49,1,28,0.96,2491,Noun,NN,131336
tension,0,2.6,1.3,1,31,0.97,436,Noun,NN,215826
productivity,0,2.31,1.31,0,29,1.0,29,Noun,NN,153721
phenomenon,0,2.26,1.23,0,27,1.0,234,Noun,NN,284785
donor,0,3.54,1.3,0,26,1.0,208,Noun,NN,148047
critic,0,3.55,1.55,0,29,1.0,192,Noun,NN,286287
transaction,0,2.9,1.21,0,29,1.0,150,Noun,NN,293345
variation,0,2.46,1.17,1,27,0.96,64,Noun,NN,295194
opponent,0,3.52,1.55,0,27,1.0,240,Noun,NN,260427
politics,0,2.66,1.47,0,29,1.0,845,Noun,NN,548712
suicide,0,3.59,1.18,0,29,1.0,1747,Noun,NN,209608
illness,0,3.54,1.29,0,28,1.0,371,Noun,NN,326144
architecture,0,3.59,1.31,1,28,0.96,162,Noun,NN,271426
journey,0,2.57,1.38,0,30,1.0,1017,Noun,NN,494300
framework,0,3.24,1.24,1,30,0.97,20,Noun,NN,385069
heritage,0,2.34,1.2,0,29,1.0,129,Noun,NN,180564
reception,0,2.93,1.57,0,30,1.0,568,Noun,NN,229457
bonus,0,3.04,1.48,0,28,1.0,469,Noun,NN,227362
victory,0,2.55,1.33,0,29,1.0,1094,Noun,NN,386555
banking,0,3.55,1.24,0,29,1.0,152,Noun,NN,207044
limitation,0,2.18,1.25,0,28,1.0,15,Noun,NN,229442
seller,0,3.57,1.53,1,29,0.97,112,Noun,NN,149624
row,0,3.93,1.25,0,28,1.0,1343,Noun,NN,334603
