word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
madness,0,1.97,1.2,0,32,1.0,431,Noun,NN,62695
blood,0,4.86,0.44,0,29,1.0,9492,Noun,NN,853781
trout,0,4.72,0.92,0,29,1.0,205,Noun,NN,36016
tuna,0,4.89,0.42,0,28,1.0,408,Noun,NN,32383
cottage,0,4.85,0.36,0,27,1.0,270,Noun,NN,154933
sunshine,0,4.21,0.94,0,29,1.0,604,Noun,NN,71425
judo,0,4.32,1.19,1,29,0.97,49,Noun,NN,11008
sperm,0,4.82,0.61,0,28,1.0,318,Noun,NN,45030
painter,0,4.52,0.85,0,27,1.0,344,Noun,NN,87005
traps,0,4.15,1.23,0,27,1.0,238,Noun,NN,42056
cigarette,0,4.88,0.43,0,26,1.0,1357,Noun,NN,131537
fairness,0,1.83,1.14,0,29,1.0,104,Noun,NN,77874
humility,0,1.75,1.04,0,28,1.0,122,Noun,NN,44455
juice,0,4.89,0.57,0,28,1.0,1371,Noun,NN,149655
warlord,0,4.4,1.04,0,25,1.0,39,Noun,NN,12641
objectivity,0,1.48,0.95,0,29,1.0,38,Noun,NN,26484
chromosome,0,4.11,1.42,0,27,1.0,38,Noun,NN,43675
luggage,0,4.83,0.38,0,29,1.0,567,Noun,NN,58938
paradigm,0,1.73,0.88,4,26,0.85,37,Noun,NN,89817
gun,0,4.83,0.76,0,29,1.0,10873,Noun,NN,570063
punter,0,4.07,1.14,3,30,0.9,5,Noun,NN,23162
backbone,0,4.19,1.14,1,28,0.96,84,Noun,NN,34815
pizza,0,5.0,0.0,0,28,1.0,1709,Noun,NN,88994
integration,0,1.89,0.97,0,27,1.0,33,Noun,NN,209707
iodine,0,4.41,1.15,0,29,1.0,64,Noun,NN,16601
organism,0,4.16,1.14,0,25,1.0,104,Noun,NN,141851
comedian,0,4.04,1.25,0,26,1.0,209,Noun,NN,53750
electrician,0,4.21,1.26,0,29,1.0,76,Noun,NN,25685
appendix,0,4.25,1.14,0,28,1.0,133,Noun,NN,28482
brigade,0,4.3,0.95,2,29,0.93,163,Noun,NN,94998
dishwasher,0,4.86,0.59,0,28,1.0,103,Noun,NN,29657
vampire,0,4.18,1.36,0,28,1.0,894,Noun,NN,74028
nose,0,4.89,0.58,0,27,1.0,3557,Noun,NN,222279
kidney,0,4.96,0.19,0,28,1.0,494,Noun,NN,93444
rudder,0,4.72,0.59,0,29,1.0,198,Noun,NN,12156
quart,0,4.57,1.01,0,30,1.0,106,Noun,NN,13115
blade,0,4.93,0.26,0,29,1.0,663,Noun,NN,130759
worksheet,0,4.66,0.86,0,29,1.0,5,Noun,NN,29762
rocker,0,4.31,1.17,0,29,1.0,64,Noun,NN,27702
garage,0,4.96,0.19,0,28,1.0,1388,Noun,NN,225814
marshmallow,0,4.85,0.46,1,28,0.96,77,Noun,NN,10678
whisky,0,5.0,0.0,0,30,1.0,205,Noun,NN,26220
loyalty,0,1.57,0.88,0,28,1.0,595,Noun,NN,116260
poem,0,4.03,1.11,0,31,1.0,696,Noun,NN,345750
pantry,0,4.67,0.61,0,30,1.0,89,Noun,NN,16062
cutter,0,4.07,1.07,1,30,0.97,239,Noun,NN,34374
reliability,0,1.83,1.2,0,29,1.0,16,Noun,NN,106681
sympathy,0,1.88,1.16,13,5892,1.0,426,Noun,NN,123430
bucket,0,4.96,0.2,0,26,1.0,511,Noun,NN,92176
seawater,0,4.41,1.18,0,29,1.0,23,Noun,NN,12315
jungle,0,4.66,0.77,0,29,1.0,1151,Noun,NN,62920
road,0,4.75,0.8,0,28,1.0,5709,Noun,NN,1646912
taco,0,4.93,0.37,0,29,1.0,158,Noun,NN,13491
footbridge,0,4.81,0.8,3,29,0.9,6,Noun,NN,10866
criminality,0,1.87,1.14,0,30,1.0,6,Noun,NN,14756
grandchild,0,4.26,1.23,0,27,1.0,78,Noun,NN,67923
methane,0,4.32,1.06,0,28,1.0,58,Noun,NN,38122
mammal,0,4.59,0.68,0,29,1.0,62,Noun,NN,64737
skeleton,0,4.97,0.19,0,29,1.0,261,Noun,NN,54677
ant,0,4.86,0.52,0,29,1.0,273,Noun,NN,65238
comma,0,4.65,0.57,0,23,1.0,50,Noun,NN,25386
cat,0,4.86,0.52,0,29,1.0,3383,Noun,NN,442591
waterfall,0,4.9,0.55,0,30,1.0,95,Noun,NN,41422
illustration,0,4.36,0.95,0,28,1.0,24,Noun,NN,171189
ambivalence,0,1.7,0.82,2,29,0.93,12,Noun,NN,11179
dossier,0,4.21,1.18,4,28,0.86,56,Noun,NN,12607
generation,0,1.96,1.07,0,28,1.0,619,Noun,NN,763735
lid,0,4.96,0.19,0,27,1.0,251,Noun,NN,82498
calf,0,4.48,0.89,1,28,0.96,151,Noun,NN,58316
medication,0,4.53,1.07,0,30,1.0,652,Noun,NN,273485
clone,0,4.34,0.86,0,29,1.0,128,Noun,NN,53913
musician,0,4.42,0.95,0,26,1.0,308,Noun,NN,234136
melanoma,0,4.1,1.09,0,30,1.0,19,Noun,NN,13527
incarnation,0,1.68,1.16,0,28,1.0,18,Noun,NN,49695
parsley,0,4.77,0.86,0,26,1.0,43,Noun,NN,14479
mosaic,0,4.26,1.23,0,27,1.0,23,Noun,NN,34039
turntable,0,4.57,1.14,0,28,1.0,18,Noun,NN,14545
cord,0,4.63,0.88,0,27,1.0,358,Noun,NN,86580
spa,0,4.67,0.92,0,24,1.0,239,Noun,NN,73996
castle,0,4.96,0.19,0,28,1.0,1099,Noun,NN,157758
estuary,0,4.17,1.19,4,27,0.85,5,Noun,NN,27328
goldfish,0,4.79,0.79,0,28,1.0,155,Noun,NN,18731
rupee,0,4.68,1.11,4,29,0.86,2,Noun,NN,11032
anonymity,0,1.88,1.12,1,25,0.96,46,Noun,NN,35602
microscope,0,5.0,0.0,0,28,1.0,129,Noun,NN,48674
usefulness,0,1.86,1.03,0,29,1.0,28,Noun,NN,37508
bone,0,4.9,0.56,0,29,1.0,1329,Noun,NN,321606
orchard,0,4.75,0.8,0,28,1.0,98,Noun,NN,33432
ankle,0,4.81,0.79,0,27,1.0,409,Noun,NN,68192
iguana,0,4.83,0.76,0,29,1.0,40,Noun,NN,10739
beach,0,4.79,0.77,0,29,1.0,2888,Noun,NN,478935
farmhouse,0,4.74,0.53,0,27,1.0,67,Noun,NN,27905
ceiling,0,4.85,0.46,0,27,1.0,426,Noun,NN,166166
fountain,0,4.77,0.59,0,26,1.0,352,Noun,NN,53432
airport,0,4.87,0.43,0,30,1.0,1940,Noun,NN,333781
turtle,0,5.0,0.0,0,27,1.0,869,Noun,NN,51024
cable,0,4.74,0.81,0,27,1.0,1108,Noun,NN,375743
preconception,0,1.7,1.03,0,27,1.0,1,Noun,NN,12227
microwave,0,4.34,1.2,0,29,1.0,199,Noun,NN,68610
sinus,0,4.27,1.14,0,30,1.0,89,Noun,NN,16945
brow,0,4.39,1.03,0,28,1.0,94,Noun,NN,34892
mouthpiece,0,4.66,0.77,0,29,1.0,47,Noun,NN,12979
country,0,4.17,1.18,0,30,1.0,8254,Noun,NN,3899083
adage,0,1.86,0.94,4,26,0.85,32,Noun,NN,13878
joystick,0,4.74,0.86,0,27,1.0,15,Noun,NN,13330
guy,0,4.68,0.67,0,28,1.0,38893,Noun,NN,1266790
bay,0,4.81,0.62,0,27,1.0,1236,Noun,NN,152929
manuscript,0,4.57,0.99,0,23,1.0,137,Noun,NN,157696
server,0,4.55,0.91,0,29,1.0,200,Noun,NN,555309
reindeer,0,4.7,0.87,0,27,1.0,172,Noun,NN,11416
bureaucracy,0,1.64,1.11,1,26,0.96,26,Noun,NN,64463
diner,0,4.82,0.77,0,28,1.0,632,Noun,NN,36901
asphalt,0,4.83,0.75,0,30,1.0,49,Noun,NN,15502
zipper,0,4.83,0.54,0,29,1.0,144,Noun,NN,10096
lamp,0,4.97,0.19,0,29,1.0,657,Noun,NN,126853
sill,0,4.59,0.89,2,29,0.93,23,Noun,NN,15901
lawmaker,0,4.15,1.17,0,27,1.0,3,Noun,NN,55261
cell,0,4.44,1.12,0,27,1.0,2772,Noun,NN,1020769
fundraiser,0,4.19,1.04,0,27,1.0,97,Noun,NN,31708
slipper,0,4.86,0.44,0,29,1.0,113,Noun,NN,18670
dissolution,0,1.82,0.9,1,29,0.97,5,Noun,NN,30166
asshole,0,4.08,1.23,2,28,0.93,3142,Noun,NN,26771
tendency,0,1.83,1.23,0,29,1.0,138,Noun,NN,190365
ammunition,0,4.88,0.33,0,26,1.0,300,Noun,NN,54030
fowl,0,4.64,0.91,1,29,0.97,35,Noun,NN,12107
heaven,0,1.81,1.47,0,27,1.0,2887,Noun,NN,298019
empathy,0,1.63,1.01,0,27,1.0,58,Noun,NN,50033
inscription,0,4.15,1.32,3,30,0.9,87,Noun,NN,54413
fraud,0,1.68,0.86,0,28,1.0,512,Noun,NN,210809
plantation,0,4.5,0.79,0,28,1.0,170,Noun,NN,54769
retina,0,4.46,0.79,1,29,0.97,37,Noun,NN,18795
pear,0,4.93,0.38,0,28,1.0,68,Noun,NN,26853
baggage,0,4.43,1.1,0,28,1.0,318,Noun,NN,42535
porcelain,0,4.63,0.69,0,27,1.0,80,Noun,NN,18356
henchman,0,4.08,1.13,1,27,0.96,17,Noun,NN,10810
tongue,0,4.93,0.27,0,27,1.0,1589,Noun,NN,156163
lager,0,4.64,0.99,4,29,0.86,25,Noun,NN,15963
grid,0,4.55,0.78,0,29,1.0,282,Noun,NN,163679
ledger,0,4.36,1.1,0,28,1.0,62,Noun,NN,13491
grandparent,0,4.03,1.25,0,30,1.0,13,Noun,NN,67831
pottery,0,4.72,0.92,0,29,1.0,94,Noun,NN,42181
kindness,0,1.74,1.23,0,27,1.0,460,Noun,NN,65900
liquor,0,4.73,0.53,0,26,1.0,882,Noun,NN,39280
prosperity,0,1.64,1.19,1,26,0.96,107,Noun,NN,90600
handbag,0,4.93,0.26,0,29,1.0,134,Noun,NN,34828
ice,0,4.89,0.32,1,28,0.96,4057,Noun,NN,433465
lawn,0,4.93,0.26,0,28,1.0,630,Noun,NN,104644
tapestry,0,4.52,0.99,0,29,1.0,36,Noun,NN,19554
anvil,0,4.96,0.2,1,27,0.96,32,Noun,NN,29178
socket,0,4.32,1.22,0,28,1.0,82,Noun,NN,87422
raisin,0,4.97,0.19,0,29,1.0,83,Noun,NN,13925
lentil,0,4.48,1.12,1,28,0.96,11,Noun,NN,12090
rink,0,4.56,0.89,1,28,0.96,109,Noun,NN,14971
donkey,0,5.0,0.0,0,29,1.0,273,Noun,NN,33427
climber,0,4.5,0.75,0,28,1.0,40,Noun,NN,27791
senator,0,4.59,0.73,0,29,1.0,1691,Noun,NN,85303
divination,0,1.85,1.1,3,30,0.9,5,Noun,NN,11677
venom,0,4.62,0.92,1,25,0.96,119,Noun,NN,14876
tomato,0,5.0,0.0,0,27,1.0,301,Noun,NN,112671
goat,0,5.0,0.0,0,30,1.0,537,Noun,NN,77985
civility,0,1.62,0.86,0,29,1.0,28,Noun,NN,11398
doughnut,0,4.96,0.2,0,26,1.0,215,Noun,NN,13058
backdrop,0,4.48,0.91,0,29,1.0,24,Noun,NN,62740
sewer,0,4.46,0.96,0,28,1.0,240,Noun,NN,39547
relativism,0,1.75,1.03,2,26,0.92,2,Noun,NN,12104
curiosity,0,1.61,0.96,0,28,1.0,435,Noun,NN,86534
canister,0,4.93,0.26,0,28,1.0,73,Noun,NN,15496
primate,0,4.5,1.11,0,28,1.0,35,Noun,NN,29488
seatbelt,0,4.79,0.77,1,30,0.97,47,Noun,NN,12963
platelet,0,4.21,1.35,3,27,0.89,5,Noun,NN,12201
booth,0,4.42,1.3,0,26,1.0,1039,Noun,NN,66735
marrow,0,4.48,0.96,0,25,1.0,151,Noun,NN,27621
briefcase,0,4.86,0.52,0,29,1.0,438,Noun,NN,10535
persuasion,0,1.9,1.18,0,29,1.0,100,Noun,NN,34090
softball,0,4.89,0.31,0,28,1.0,115,Noun,NN,13598
diamond,0,4.89,0.42,0,28,1.0,1053,Noun,NN,104846
difficulty,0,1.9,1.11,0,29,1.0,285,Noun,NN,576610
admiral,0,4.11,1.22,0,27,1.0,845,Noun,NN,11866
hen,0,4.9,0.41,0,29,1.0,163,Noun,NN,43899
malice,0,1.72,0.79,0,25,1.0,60,Noun,NN,19091
hillside,0,4.78,0.51,0,27,1.0,62,Noun,NN,30067
windscreen,0,4.59,1.08,2,29,0.93,14,Noun,NN,24547
dough,0,4.79,0.59,0,24,1.0,810,Noun,NN,68148
colonialism,0,1.85,1.17,1,28,0.96,17,Noun,NN,19547
surgeon,0,4.54,0.64,0,28,1.0,838,Noun,NN,111787
leather,0,4.82,0.61,0,28,1.0,693,Noun,NN,152939
boyfriend,0,4.59,0.73,0,29,1.0,3684,Noun,NN,103070
blueberry,0,4.96,0.19,0,27,1.0,131,Noun,NN,19863
month,0,4.2,0.96,0,30,1.0,4854,Noun,NN,3441628
panel,0,4.26,1.29,1,28,0.96,372,Noun,NN,623713
campfire,0,4.79,0.49,0,29,1.0,64,Noun,NN,11939
lady,0,4.33,1.03,0,30,1.0,11071,Noun,NN,420671
anarchism,0,1.92,1.18,1,25,0.96,2,Noun,NN,16326
coolant,0,4.25,0.93,0,28,1.0,35,Noun,NN,20914
miracle,0,1.96,1.5,0,28,1.0,1359,Noun,NN,130389
spinach,0,4.77,0.73,0,30,1.0,130,Noun,NN,23149
exploitation,0,1.7,0.88,0,30,1.0,51,Noun,NN,88024
optimist,0,1.9,1.09,0,30,1.0,78,Noun,NN,12116
freeway,0,4.7,0.47,0,27,1.0,282,Noun,NN,18481
deer,0,4.86,0.59,0,28,1.0,444,Noun,NN,83078
expectation,0,1.62,1.06,0,26,1.0,67,Noun,NN,380638
mixer,0,4.33,1.04,1,28,0.96,55,Noun,NN,40145
airplane,0,4.96,0.19,0,28,1.0,557,Noun,NN,72548
showroom,0,4.54,0.92,1,29,0.97,32,Noun,NN,27459
minibus,0,4.55,0.91,4,26,0.85,28,Noun,NN,14458
petroleum,0,4.69,0.89,0,29,1.0,64,Noun,NN,36942
immortality,0,1.52,0.87,0,29,1.0,102,Noun,NN,24476
insight,0,1.72,1.07,0,29,1.0,143,Noun,NN,354776
blueprint,0,4.77,0.63,0,30,1.0,63,Noun,NN,33909
upholstery,0,4.65,0.75,0,31,1.0,59,Noun,NN,12341
charger,0,4.39,0.92,0,28,1.0,62,Noun,NN,34695
toner,0,4.17,1.28,0,29,1.0,44,Noun,NN,12365
cactus,0,5.0,0.0,0,32,1.0,148,Noun,NN,14734
monastery,0,4.75,0.59,0,28,1.0,189,Noun,NN,60624
dashboard,0,4.61,0.92,0,28,1.0,50,Noun,NN,38592
owl,0,4.93,0.26,0,28,1.0,286,Noun,NN,43035
thermostat,0,4.87,0.43,0,30,1.0,58,Noun,NN,22800
aquarium,0,4.77,0.86,2,28,0.93,141,Noun,NN,42771
stag,0,4.39,0.88,0,28,1.0,81,Noun,NN,17203
logger,0,4.54,0.81,1,27,0.96,6,Noun,NN,10746
rainfall,0,4.93,0.26,0,28,1.0,17,Noun,NN,49354
principle,0,1.7,1.26,0,30,1.0,395,Noun,NN,858449
roller,0,4.66,0.61,0,29,1.0,293,Noun,NN,60460
viewfinder,0,4.44,0.85,0,27,1.0,4,Noun,NN,11506
armor,0,4.76,0.51,0,29,1.0,372,Noun,NN,43044
nun,0,4.92,0.28,0,25,1.0,355,Noun,NN,36810
adherence,0,1.5,0.66,1,25,0.96,9,Noun,NN,35118
version,0,1.7,0.79,0,30,1.0,828,Noun,NN,1526523
allegation,0,1.79,1.03,0,28,1.0,27,Noun,NN,160784
candy,0,4.83,0.76,0,29,1.0,1825,Noun,NN,67126
falcon,0,4.9,0.31,0,30,1.0,169,Noun,NN,13291
soprano,0,4.11,1.31,0,28,1.0,135,Noun,NN,16764
understanding,0,1.92,1.32,0,24,1.0,1117,Noun,NN,859735
audience,0,4.29,0.9,0,28,1.0,1294,Noun,NN,847574
stationery,0,4.29,1.3,0,24,1.0,70,Noun,NN,16179
chaplain,0,4.33,1.24,0,30,1.0,116,Noun,NN,23439
auditorium,0,4.7,0.95,0,27,1.0,80,Noun,NN,23947
snail,0,4.93,0.27,0,27,1.0,90,Noun,NN,41327
subjectivity,0,1.33,0.88,0,27,1.0,6,Noun,NN,21551
centimeter,0,4.13,1.31,0,30,1.0,10,Noun,NN,13993
ambiguity,0,1.3,0.82,0,27,1.0,14,Noun,NN,47411
citizen,0,4.43,1.01,0,30,1.0,680,Noun,NN,655050
acne,0,4.89,0.32,0,27,1.0,46,Noun,NN,29558
street,0,4.75,0.76,0,32,1.0,7557,Noun,NN,987899
rabbit,0,4.93,0.26,0,29,1.0,1068,Noun,NN,104329
emblem,0,4.3,1.32,1,28,0.96,33,Noun,NN,29411
frosting,0,4.86,0.44,0,29,1.0,72,Noun,NN,10076
rice,0,4.86,0.59,0,28,1.0,769,Noun,NN,156932
fortress,0,4.8,0.55,0,30,1.0,172,Noun,NN,35541
cranberry,0,4.96,0.19,0,27,1.0,99,Noun,NN,15842
dishonesty,0,1.9,1.09,0,30,1.0,29,Noun,NN,17919
kernel,0,4.21,1.15,0,29,1.0,35,Noun,NN,85154
theology,0,1.93,1.47,1,28,0.96,36,Noun,NN,103425
satisfaction,0,1.9,1.21,1,30,0.97,355,Noun,NN,173981
painkiller,0,4.18,1.02,0,28,1.0,27,Noun,NN,14954
warship,0,4.86,0.44,0,29,1.0,48,Noun,NN,20256
thermometer,0,4.96,0.2,0,26,1.0,112,Noun,NN,23085
appliance,0,4.57,0.94,0,30,1.0,41,Noun,NN,111143
studio,0,4.55,0.91,0,29,1.0,1190,Noun,NN,341796
phosphate,0,4.08,1.26,1,26,0.96,22,Noun,NN,21634
preparedness,0,1.84,0.99,1,26,0.96,8,Noun,NN,18986
perseverance,0,1.92,0.98,0,26,1.0,37,Noun,NN,21343
clergy,0,4.03,1.3,1,30,0.97,48,Noun,NN,62123
director,0,4.04,1.1,0,28,1.0,1834,Noun,NN,1012288
truth,0,1.96,1.4,0,27,1.0,9801,Noun,NN,973427
brother,0,4.43,0.82,0,30,1.0,14481,Noun,NN,737464
anomaly,0,1.79,0.93,1,25,0.96,63,Noun,NN,55317
product,0,4.17,1.14,0,29,1.0,752,Noun,NN,2456372
readiness,0,1.64,0.83,1,29,0.97,60,Noun,NN,40521
severity,0,1.76,1.09,0,29,1.0,30,Noun,NN,63023
insecticide,0,4.44,1.01,1,28,0.96,27,Noun,NN,24655
carcass,0,4.46,1.17,0,28,1.0,79,Noun,NN,22120
evangelism,0,1.93,0.92,1,30,0.97,4,Noun,NN,14748
freight,0,4.21,1.32,1,29,0.97,196,Noun,NN,54285
humanism,0,1.81,1.27,3,30,0.9,3,Noun,NN,15125
biker,0,4.7,0.67,0,27,1.0,79,Noun,NN,25626
laughter,0,4.22,1.34,0,27,1.0,704,Noun,NN,85125
site,0,4.56,0.89,0,27,1.0,980,Noun,NN,3629657
compatibility,0,1.94,1.11,0,32,1.0,23,Noun,NN,57353
cannon,0,4.79,0.68,0,29,1.0,444,Noun,NN,43714
yolk,0,4.78,0.64,1,28,0.96,21,Noun,NN,16592
sealant,0,4.08,1.23,0,26,1.0,12,Noun,NN,10379
scanner,0,4.79,0.41,0,29,1.0,150,Noun,NN,66304
oak,0,4.82,0.39,0,28,1.0,286,Noun,NN,93986
dealership,0,4.04,1.2,1,29,0.97,66,Noun,NN,33399
salmon,0,4.81,0.63,0,26,1.0,334,Noun,NN,69969
competency,0,1.81,0.94,1,27,0.96,12,Noun,NN,46741
tribe,0,4.14,0.88,0,29,1.0,325,Noun,NN,165064
aisle,0,4.35,1.06,0,26,1.0,379,Noun,NN,51031
wagon,0,4.89,0.31,0,28,1.0,906,Noun,NN,70723
basin,0,4.63,0.79,1,28,0.96,96,Noun,NN,81961
silk,0,4.7,0.82,0,27,1.0,499,Noun,NN,63311
ore,0,4.48,1.12,0,29,1.0,84,Noun,NN,40717
extremism,0,1.67,1.14,0,27,1.0,3,Noun,NN,24884
saucer,0,4.79,0.62,0,29,1.0,140,Noun,NN,15989
priest,0,4.77,0.57,0,30,1.0,1336,Noun,NN,250012
mermaid,0,4.5,0.82,0,30,1.0,161,Noun,NN,10387
tourist,0,4.59,0.75,0,27,1.0,237,Noun,NN,234768
barber,0,4.59,0.57,1,28,0.96,279,Noun,NN,14115
snapshot,0,4.68,0.63,0,25,1.0,53,Noun,NN,50839
pragmatism,0,1.63,0.74,2,29,0.93,11,Noun,NN,11597
possibility,0,1.33,0.61,0,30,1.0,1035,Noun,NN,627331
analogy,0,1.61,0.88,0,28,1.0,58,Noun,NN,99367
technicality,0,1.93,1.21,0,27,1.0,61,Noun,NN,11621
siren,0,4.45,1.24,0,29,1.0,334,Noun,NN,25772
software,0,4.08,1.29,0,25,1.0,430,Noun,NN,1099744
supervisor,0,4.26,0.86,0,27,1.0,304,Noun,NN,112046
cylinder,0,4.64,0.86,0,25,1.0,80,Noun,NN,97720
yoga,0,4.53,0.68,0,30,1.0,227,Noun,NN,66786
shopper,0,4.44,1.12,0,27,1.0,33,Noun,NN,57003
skin,0,4.79,0.5,0,28,1.0,2246,Noun,NN,571744
truffle,0,4.6,0.97,0,30,1.0,23,Noun,NN,12634
lung,0,4.82,0.48,0,28,1.0,420,Noun,NN,146123
werewolf,0,4.17,1.39,0,29,1.0,227,Noun,NN,15049
follicle,0,4.44,0.89,1,28,0.96,12,Noun,NN,13777
affordability,0,1.93,1.03,0,29,1.0,1,Noun,NN,20750
knee,0,5.0,0.0,0,27,1.0,749,Noun,NN,232752
