word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
diaphragm,0,3.93,1.11,0,27,1.0,105,Noun,NN,13853
bestseller,0,2.59,1.15,0,29,1.0,35,Noun,NN,18429
teaser,0,2.93,1.36,0,27,1.0,14,Noun,NN,12848
speculator,0,3.41,1.42,1,28,0.96,5,Noun,NN,16752
oppressor,0,2.76,1.35,0,29,1.0,26,Noun,NN,14106
workmanship,0,2.33,1.33,0,27,1.0,28,Noun,NN,15098
deterrence,0,2.08,1.13,3,29,0.9,2,Noun,NN,13808
allegory,0,2.07,1.41,2,29,0.93,12,Noun,NN,16128
spinner,0,3.83,1.23,1,30,0.97,45,Noun,NN,14798
trivia,0,2.64,1.47,1,29,0.97,45,Noun,NN,18835
lightness,0,2.6,1.29,1,26,0.96,20,Noun,NN,11659
patriarchy,0,2.59,1.25,0,27,1.0,3,Noun,NN,12116
depositor,0,3.96,1.34,2,28,0.93,5,Noun,NN,12706
arson,0,3.66,1.34,0,29,1.0,153,Noun,NN,14804
puberty,0,3.5,1.46,0,30,1.0,112,Noun,NN,15448
annexation,0,2.32,1.31,4,29,0.86,7,Noun,NN,10577
confederacy,0,2.79,1.63,0,29,1.0,25,Noun,NN,12110
tradeoff,0,2.61,1.31,0,28,1.0,8,Noun,NN,12865
reorganization,0,2.31,1.26,0,29,1.0,18,Noun,NN,13871
aftermarket,0,3.58,1.45,2,28,0.93,2,Noun,NN,11591
deforestation,0,3.41,1.47,4,26,0.85,5,Noun,NN,17743
melee,0,3.22,1.25,3,30,0.9,14,Noun,NN,11806
anorexia,0,3.41,1.3,0,29,1.0,13,Noun,NN,11185
finisher,0,2.82,1.31,0,28,1.0,8,Noun,NN,13137
dentistry,0,3.64,1.5,0,28,1.0,19,Noun,NN,15031
heroism,0,2.67,1.37,0,30,1.0,56,Noun,NN,16766
propriety,0,2.19,1.02,3,29,0.9,20,Noun,NN,14187
fungicide,0,3.89,1.26,1,29,0.97,3,Noun,NN,11928
ether,0,3.88,1.48,2,27,0.93,108,Noun,NN,17535
refutation,0,2.04,0.96,4,30,0.87,1,Noun,NN,10708
polarity,0,2.19,1.21,1,28,0.96,18,Noun,NN,16588
osteoporosis,0,3.19,1.57,1,28,0.96,9,Noun,NN,17396
chastity,0,2.0,1.36,0,27,1.0,74,Noun,NN,10274
consulate,0,3.6,1.35,4,29,0.86,249,Noun,NN,17271
stalker,0,3.93,0.77,0,28,1.0,189,Noun,NN,10720
hotspot,0,3.69,1.28,0,29,1.0,2,Noun,NN,15347
tidbit,0,3.19,1.67,1,27,0.96,17,Noun,NN,11742
confiscation,0,2.9,1.47,2,32,0.94,2,Noun,NN,14264
innings,0,3.41,1.58,0,27,1.0,49,Noun,NN,13473
linguist,0,3.72,1.19,1,30,0.97,27,Noun,NN,17248
repossession,0,2.68,1.33,0,28,1.0,2,Noun,NN,10560
unicorn,0,3.62,1.66,0,29,1.0,126,Noun,NN,14186
exhibitionist,0,3.67,1.07,0,27,1.0,10,Noun,NN,17795
lifeline,0,3.28,1.49,0,29,1.0,44,Noun,NN,13870
misdemeanor,0,2.48,1.6,0,27,1.0,73,Noun,NN,17765
radon,0,3.92,1.28,2,26,0.92,4,Noun,NN,10640
overtone,0,2.41,1.28,1,28,0.96,3,Noun,NN,12287
rebuttal,0,2.93,1.41,0,27,1.0,39,Noun,NN,18052
rioting,0,3.79,1.26,1,30,0.97,26,Noun,NN,11648
immorality,0,2.11,1.29,1,29,0.97,22,Noun,NN,12620
luncheon,0,3.92,1.28,0,24,1.0,167,Noun,NN,15373
solver,0,3.0,1.39,1,29,0.97,14,Noun,NN,10323
metropolis,0,3.89,1.34,1,29,0.97,52,Noun,NN,15679
easement,0,2.88,1.61,4,30,0.87,8,Noun,NN,16979
oncologist,0,3.96,1.55,3,27,0.89,44,Noun,NN,10208
financier,0,3.46,1.5,2,26,0.92,17,Noun,NN,15613
maturation,0,2.26,1.2,1,28,0.96,3,Noun,NN,10218
changer,0,3.41,1.28,0,27,1.0,23,Noun,NN,16553
consul,0,3.36,1.35,3,28,0.89,184,Noun,NN,10703
habitation,0,3.08,1.32,2,28,0.93,11,Noun,NN,13740
loader,0,3.43,1.5,0,30,1.0,23,Noun,NN,16802
assailant,0,3.96,1.16,0,27,1.0,75,Noun,NN,13299
subsystem,0,3.21,1.42,1,29,0.97,6,Noun,NN,16660
virginity,0,2.82,1.42,0,28,1.0,199,Noun,NN,12146
helium,0,3.96,1.16,0,24,1.0,73,Noun,NN,16511
kicker,0,3.88,1.36,0,25,1.0,54,Noun,NN,11454
supremacist,0,3.19,1.33,1,28,0.96,4,Noun,NN,10783
encroachment,0,2.32,1.35,3,28,0.89,2,Noun,NN,11742
topography,0,3.64,1.25,2,27,0.93,13,Noun,NN,18427
localization,0,2.63,1.57,1,28,0.96,1,Noun,NN,13093
layman,0,2.96,1.4,1,29,0.97,48,Noun,NN,18922
endpoint,0,3.26,1.46,0,27,1.0,1,Noun,NN,11505
pinnacle,0,2.67,1.56,0,30,1.0,22,Noun,NN,18467
bodywork,0,3.43,1.55,0,28,1.0,10,Noun,NN,13393
ovation,0,3.45,1.35,0,29,1.0,45,Noun,NN,13037
animator,0,4.0,1.0,0,29,1.0,2,Noun,NN,12354
cowardice,0,2.1,1.06,0,30,1.0,91,Noun,NN,11423
emulation,0,2.12,1.09,3,28,0.89,1,Noun,NN,13602
dizziness,0,3.07,1.38,0,27,1.0,47,Noun,NN,12060
biz,0,2.38,1.31,4,28,0.86,95,Noun,NN,11873
assimilation,0,2.03,1.35,1,31,0.97,10,Noun,NN,18696
wholesaler,0,3.86,1.06,0,29,1.0,9,Noun,NN,16878
inverter,0,3.56,1.5,0,27,1.0,2,Noun,NN,12836
councilor,0,3.78,1.15,2,29,0.93,9,Noun,NN,16448
mainstay,0,2.19,1.47,3,29,0.9,9,Noun,NN,13944
subcommittee,0,3.55,1.27,0,29,1.0,43,Noun,NN,17573
groundwork,0,2.82,1.56,1,29,0.97,23,Noun,NN,18735
bribery,0,2.89,1.4,1,29,0.97,69,Noun,NN,18521
concerto,0,3.75,0.89,2,30,0.93,48,Noun,NN,14303
evaporation,0,3.03,1.45,0,30,1.0,2,Noun,NN,14751
consecration,0,2.07,1.39,0,30,1.0,2,Noun,NN,10448
stiffness,0,2.93,1.27,0,27,1.0,9,Noun,NN,18561
faux,0,2.5,1.33,3,29,0.9,41,Noun,NN,17830
juxtaposition,0,2.39,1.31,3,26,0.88,8,Noun,NN,15836
objector,0,3.43,1.27,4,27,0.85,15,Noun,NN,15318
leukemia,0,3.57,1.45,0,28,1.0,97,Noun,NN,15819
draught,0,3.46,1.28,3,27,0.89,24,Noun,NN,17190
dispersal,0,2.78,1.28,1,28,0.96,23,Noun,NN,17120
inflow,0,2.69,1.17,0,29,1.0,4,Noun,NN,13067
fanfare,0,3.36,1.19,0,25,1.0,57,Noun,NN,12436
carnage,0,3.48,1.48,0,27,1.0,57,Noun,NN,17811
knack,0,2.05,1.09,3,25,0.88,127,Noun,NN,16210
courtship,0,2.52,1.23,0,25,1.0,59,Noun,NN,11214
rigidity,0,2.38,1.31,1,25,0.96,11,Noun,NN,13876
vertex,0,3.12,1.56,3,29,0.9,2,Noun,NN,14514
probate,0,2.42,1.32,3,27,0.89,26,Noun,NN,14010
permutation,0,2.26,1.26,2,29,0.93,3,Noun,NN,13609
dignitary,0,3.1,1.58,0,30,1.0,6,Noun,NN,11799
preamble,0,2.97,1.45,0,29,1.0,16,Noun,NN,10816
abode,0,3.92,1.38,2,26,0.92,33,Noun,NN,16809
extermination,0,2.37,1.28,0,27,1.0,52,Noun,NN,13952
suction,0,3.96,1.32,0,28,1.0,287,Noun,NN,13327
antagonism,0,2.33,1.27,0,30,1.0,11,Noun,NN,13396
appropriateness,0,2.07,1.0,1,28,0.96,2,Noun,NN,13298
conductivity,0,2.67,1.21,0,27,1.0,3,Noun,NN,10761
solicitation,0,2.96,1.43,0,28,1.0,45,Noun,NN,16216
animosity,0,2.11,0.99,1,29,0.97,31,Noun,NN,13954
freebie,0,2.67,1.32,0,30,1.0,41,Noun,NN,14448
ambiance,0,2.31,1.42,0,29,1.0,8,Noun,NN,10701
herpes,0,3.88,1.24,0,25,1.0,66,Noun,NN,11142
charisma,0,2.07,1.27,0,28,1.0,50,Noun,NN,16723
indexing,0,2.54,1.36,1,27,0.96,5,Noun,NN,18950
upkeep,0,2.44,1.37,2,29,0.93,26,Noun,NN,13507
bombardment,0,2.81,1.44,0,26,1.0,43,Noun,NN,17544
airflow,0,3.59,1.24,0,29,1.0,7,Noun,NN,12510
opportunist,0,2.72,1.53,0,29,1.0,18,Noun,NN,10909
bro,0,3.27,1.25,2,28,0.93,1270,Noun,NN,12892
extravaganza,0,2.58,1.33,0,26,1.0,36,Noun,NN,11055
philanthropy,0,2.21,1.37,0,28,1.0,4,Noun,NN,16623
asterisk,0,4.0,1.5,1,27,0.96,23,Noun,NN,10424
malnutrition,0,3.1,1.35,0,29,1.0,23,Noun,NN,18421
pacifist,0,2.44,1.29,0,25,1.0,35,Noun,NN,12579
ringing,0,3.86,1.35,0,28,1.0,899,Noun,NN,17516
savior,0,3.04,1.63,1,25,0.96,173,Noun,NN,16939
multiplicity,0,2.21,1.23,0,28,1.0,4,Noun,NN,14628
hangover,0,3.57,1.43,0,28,1.0,199,Noun,NN,18482
adoration,0,2.19,1.24,1,28,0.96,30,Noun,NN,12029
stench,0,3.85,1.29,1,28,0.96,113,Noun,NN,11689
fable,0,3.07,1.53,0,30,1.0,20,Noun,NN,18300
dissection,0,3.48,1.48,2,27,0.93,44,Noun,NN,12592
alchemy,0,2.1,1.32,1,30,0.97,11,Noun,NN,12126
envoy,0,3.5,1.43,0,30,1.0,44,Noun,NN,16256
interlude,0,2.04,1.14,0,28,1.0,22,Noun,NN,13178
solstice,0,3.1,1.4,0,29,1.0,16,Noun,NN,11830
edifice,0,3.64,1.36,2,24,0.92,21,Noun,NN,17008
transporter,0,3.96,1.0,0,28,1.0,82,Noun,NN,12767
mutilation,0,3.14,1.16,0,29,1.0,48,Noun,NN,11727
inquisition,0,2.17,1.05,0,30,1.0,22,Noun,NN,16328
originator,0,2.52,1.25,1,28,0.96,3,Noun,NN,15553
hindrance,0,2.07,1.19,1,30,0.97,14,Noun,NN,16055
mobilization,0,2.3,1.3,0,27,1.0,19,Noun,NN,16868
circumference,0,3.96,1.27,0,25,1.0,38,Noun,NN,16711
brotherhood,0,2.58,1.21,0,26,1.0,212,Noun,NN,16716
sonata,0,3.7,1.44,3,30,0.9,32,Noun,NN,11788
incontinence,0,3.62,1.02,1,22,0.95,11,Noun,NN,12313
pageant,0,4.0,1.2,0,33,1.0,244,Noun,NN,12675
blockage,0,3.93,1.26,0,30,1.0,34,Noun,NN,18953
curfew,0,2.73,1.44,0,30,1.0,234,Noun,NN,14211
colonist,0,3.8,1.45,0,30,1.0,3,Noun,NN,18336
standout,0,2.85,1.41,1,28,0.96,8,Noun,NN,17337
boarder,0,3.52,1.47,2,25,0.92,29,Noun,NN,10181
fortification,0,3.22,1.45,1,28,0.96,5,Noun,NN,15845
vigilance,0,2.36,1.25,0,28,1.0,26,Noun,NN,13997
closeness,0,2.39,1.34,0,28,1.0,36,Noun,NN,14720
trooper,0,4.0,1.26,0,30,1.0,226,Noun,NN,17056
resettlement,0,2.04,1.2,3,27,0.89,5,Noun,NN,11045
oncology,0,3.0,1.56,2,26,0.92,31,Noun,NN,10482
expo,0,3.21,1.55,2,30,0.93,20,Noun,NN,11868
stanza,0,3.29,1.55,4,28,0.86,2,Noun,NN,18609
heartbreak,0,2.15,1.43,0,27,1.0,112,Noun,NN,11262
sidekick,0,3.24,1.46,0,29,1.0,137,Noun,NN,12813
gust,0,3.85,1.03,1,28,0.96,24,Noun,NN,13079
dualism,0,2.19,1.42,0,27,1.0,1,Noun,NN,11100
wayside,0,2.75,1.4,0,28,1.0,13,Noun,NN,10241
millisecond,0,2.69,1.44,0,29,1.0,13,Noun,NN,14462
exhortation,0,2.04,1.43,3,27,0.89,2,Noun,NN,12275
breather,0,3.44,1.33,3,28,0.89,62,Noun,NN,10684
breakup,0,2.0,1.28,0,28,1.0,149,Noun,NN,14562
decoder,0,3.56,1.25,1,28,0.96,22,Noun,NN,13221
blackness,0,3.54,1.56,0,26,1.0,45,Noun,NN,11097
freshness,0,2.12,1.07,0,26,1.0,29,Noun,NN,16819
stoppage,0,2.92,1.26,1,27,0.96,12,Noun,NN,12387
germination,0,3.42,1.56,1,25,0.96,1,Noun,NN,11816
stabilization,0,2.0,1.44,0,27,1.0,7,Noun,NN,14455
curvature,0,2.93,1.58,0,29,1.0,12,Noun,NN,15355
spire,0,4.0,1.48,2,25,0.92,5,Noun,NN,13321
spree,0,2.92,1.44,0,25,1.0,109,Noun,NN,16660
pseudonym,0,2.8,1.63,1,26,0.96,7,Noun,NN,18311
decomposition,0,3.1,1.27,0,30,1.0,26,Noun,NN,16325
monologue,0,3.3,1.46,0,27,1.0,58,Noun,NN,18913
renegade,0,2.96,1.32,1,28,0.96,68,Noun,NN,11446
windfall,0,2.52,1.23,3,28,0.89,20,Noun,NN,13932
lefty,0,3.32,1.31,0,28,1.0,158,Noun,NN,17936
amplification,0,2.93,1.34,0,30,1.0,8,Noun,NN,17552
franchisee,0,3.72,1.62,4,29,0.86,1,Noun,NN,11133
reparation,0,2.37,1.42,2,29,0.93,6,Noun,NN,16696
deliverance,0,2.34,1.14,0,29,1.0,30,Noun,NN,15868
signifier,0,2.42,1.35,3,27,0.89,1,Noun,NN,10085
modernization,0,2.41,1.31,0,27,1.0,5,Noun,NN,16061
psoriasis,0,3.84,1.28,2,27,0.93,23,Noun,NN,11219
reinstatement,0,2.04,0.92,1,29,0.97,14,Noun,NN,11525
dilution,0,2.24,0.88,2,27,0.93,2,Noun,NN,15778
evaluator,0,2.96,1.64,1,29,0.97,1,Noun,NN,10305
compatriot,0,3.24,1.36,2,27,0.93,4,Noun,NN,12435
archery,0,3.93,1.36,0,29,1.0,40,Noun,NN,11600
annihilation,0,2.69,1.32,1,27,0.96,41,Noun,NN,14664
industrialist,0,3.0,1.57,1,27,0.96,26,Noun,NN,11303
supernova,0,3.78,1.45,1,28,0.96,20,Noun,NN,15580
plurality,0,2.54,1.23,1,29,0.97,1,Noun,NN,17759
subculture,0,2.14,1.33,0,28,1.0,6,Noun,NN,12261
clique,0,2.68,1.52,0,28,1.0,39,Noun,NN,13646
transfusion,0,3.41,1.4,0,29,1.0,78,Noun,NN,17189
gestation,0,3.44,1.31,1,28,0.96,14,Noun,NN,13528
nigger,0,3.5,1.8,1,29,0.97,1034,Noun,NN,10229
foolishness,0,2.33,1.3,0,30,1.0,106,Noun,NN,11281
captor,0,2.9,1.47,0,30,1.0,15,Noun,NN,10310
modesty,0,2.23,1.33,0,30,1.0,90,Noun,NN,18400
ecologist,0,3.68,1.39,1,29,0.97,2,Noun,NN,12194
microorganism,0,3.7,1.3,1,28,0.96,7,Noun,NN,16380
freestyle,0,2.73,1.26,0,30,1.0,56,Noun,NN,12215
underworld,0,2.96,1.55,0,28,1.0,181,Noun,NN,18172
sightseeing,0,3.11,1.58,0,27,1.0,75,Noun,NN,14449
gent,0,3.8,1.22,4,29,0.86,82,Noun,NN,13064
sentinel,0,3.67,1.24,3,30,0.9,27,Noun,NN,15702
dislocation,0,3.18,1.44,1,29,0.97,15,Noun,NN,12327
hairstyle,0,3.9,1.27,0,30,1.0,35,Noun,NN,13265
worshipper,0,3.39,1.31,1,29,0.97,8,Noun,NN,15604
oldie,0,2.57,1.14,0,28,1.0,23,Noun,NN,10082
gait,0,3.54,1.33,2,28,0.93,16,Noun,NN,13600
hiatus,0,2.07,1.13,1,30,0.97,20,Noun,NN,16091
materialist,0,2.37,1.45,2,29,0.93,2,Noun,NN,12903
conqueror,0,3.54,1.5,0,28,1.0,57,Noun,NN,13179
machination,0,2.0,1.27,4,26,0.85,2,Noun,NN,11214
appointee,0,3.5,1.31,0,30,1.0,4,Noun,NN,15510
troupe,0,4.0,1.2,2,24,0.92,90,Noun,NN,15695
purveyor,0,3.0,1.89,1,26,0.96,10,Noun,NN,10164
taster,0,3.55,1.45,0,29,1.0,12,Noun,NN,13248
craftsmanship,0,2.64,1.32,0,25,1.0,32,Noun,NN,15037
perjury,0,2.22,1.25,1,28,0.96,115,Noun,NN,11112
tiredness,0,2.68,1.38,0,25,1.0,2,Noun,NN,11528
portability,0,2.24,1.24,0,29,1.0,1,Noun,NN,15065
cosmology,0,2.52,1.64,3,28,0.89,6,Noun,NN,17970
concussion,0,3.19,1.47,0,27,1.0,229,Noun,NN,15741
infidelity,0,2.07,1.04,0,27,1.0,67,Noun,NN,13139
countdown,0,3.3,1.2,0,27,1.0,180,Noun,NN,15801
inpatient,0,2.48,1.55,2,29,0.93,6,Noun,NN,16316
morph,0,2.7,1.2,3,30,0.9,38,Noun,NN,13713
munitions,0,3.82,1.33,3,25,0.88,64,Noun,NN,12345
dweller,0,3.5,1.46,0,30,1.0,9,Noun,NN,18379
reggae,0,3.41,1.15,0,29,1.0,49,Noun,NN,18009
pronoun,0,2.48,1.55,1,28,0.96,12,Noun,NN,18020
prologue,0,3.0,1.44,0,29,1.0,20,Noun,NN,12845
heartache,0,2.2,1.35,0,25,1.0,74,Noun,NN,10544
cremation,0,3.69,1.47,0,29,1.0,41,Noun,NN,12784
deacon,0,3.52,1.64,2,27,0.93,146,Noun,NN,16030
absentee,0,3.29,1.38,0,28,1.0,18,Noun,NN,13106
brokerage,0,3.61,1.31,2,25,0.92,28,Noun,NN,16447
legalization,0,2.0,1.36,0,28,1.0,1,Noun,NN,16080
gala,0,3.89,1.57,0,28,1.0,90,Noun,NN,17153
propulsion,0,2.6,1.44,2,27,0.93,59,Noun,NN,16160
insomnia,0,2.68,1.49,1,29,0.97,88,Noun,NN,18440
bylaw,0,3.0,1.75,2,29,0.93,6,Noun,NN,12187
abyss,0,3.07,1.7,0,28,1.0,90,Noun,NN,18253
beech,0,3.96,1.55,4,27,0.85,18,Noun,NN,10892
manhood,0,2.59,1.34,0,27,1.0,146,Noun,NN,14977
sequestration,0,2.5,1.48,3,29,0.9,1,Noun,NN,14845
radiotherapy,0,3.04,1.36,2,25,0.92,1,Noun,NN,14486
colonel,0,3.89,1.26,1,29,0.97,4909,Noun,NN,18870
concoction,0,3.5,1.31,0,30,1.0,20,Noun,NN,10948
cusp,0,2.74,1.16,1,28,0.96,14,Noun,NN,12378
summertime,0,2.96,1.53,1,28,0.96,61,Noun,NN,10118
deafness,0,3.48,1.4,0,27,1.0,14,Noun,NN,11126
dyslexia,0,2.64,1.57,1,29,0.97,13,Noun,NN,15985
deflection,0,3.07,1.39,0,29,1.0,15,Noun,NN,12195
femininity,0,2.17,1.42,1,30,0.97,20,Noun,NN,11424
modernism,0,2.12,1.37,1,27,0.96,2,Noun,NN,17095
semblance,0,2.0,1.11,2,29,0.93,22,Noun,NN,14490
showdown,0,3.21,1.21,0,29,1.0,64,Noun,NN,15918
eradication,0,2.3,1.29,0,30,1.0,15,Noun,NN,16441
orbiter,0,3.56,1.28,4,31,0.87,4,Noun,NN,11161
subcontractor,0,3.83,1.28,1,30,0.97,2,Noun,NN,14846
tunic,0,3.75,1.62,2,26,0.92,28,Noun,NN,12081
monoxide,0,2.9,1.54,0,29,1.0,58,Noun,NN,14655
wearer,0,3.78,1.5,2,29,0.93,27,Noun,NN,15223
squatter,0,3.67,1.12,0,30,1.0,12,Noun,NN,11770
paternity,0,2.59,1.35,0,29,1.0,49,Noun,NN,13713
zodiac,0,3.07,1.78,0,28,1.0,31,Noun,NN,10057
amnesia,0,3.61,1.37,0,28,1.0,189,Noun,NN,11167
degeneration,0,2.17,1.34,0,29,1.0,20,Noun,NN,15734
