word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
pantry,0,4.67,0.61,0,30,1.0,89,Noun,NN,16062
seawater,0,4.41,1.18,0,29,1.0,23,Noun,NN,12315
taco,0,4.93,0.37,0,29,1.0,158,Noun,NN,13491
footbridge,0,4.81,0.8,3,29,0.9,6,Noun,NN,10866
criminality,0,1.87,1.14,0,30,1.0,6,Noun,NN,14756
ambivalence,0,1.7,0.82,2,29,0.93,12,Noun,NN,11179
dossier,0,4.21,1.18,4,28,0.86,56,Noun,NN,12607
melanoma,0,4.1,1.09,0,30,1.0,19,Noun,NN,13527
parsley,0,4.77,0.86,0,26,1.0,43,Noun,NN,14479
turntable,0,4.57,1.14,0,28,1.0,18,Noun,NN,14545
goldfish,0,4.79,0.79,0,28,1.0,155,Noun,NN,18731
rupee,0,4.68,1.11,4,29,0.86,2,Noun,NN,11032
iguana,0,4.83,0.76,0,29,1.0,40,Noun,NN,10739
preconception,0,1.7,1.03,0,27,1.0,1,Noun,NN,12227
sinus,0,4.27,1.14,0,30,1.0,89,Noun,NN,16945
mouthpiece,0,4.66,0.77,0,29,1.0,47,Noun,NN,12979
adage,0,1.86,0.94,4,26,0.85,32,Noun,NN,13878
joystick,0,4.74,0.86,0,27,1.0,15,Noun,NN,13330
reindeer,0,4.7,0.87,0,27,1.0,172,Noun,NN,11416
asphalt,0,4.83,0.75,0,30,1.0,49,Noun,NN,15502
zipper,0,4.83,0.54,0,29,1.0,144,Noun,NN,10096
sill,0,4.59,0.89,2,29,0.93,23,Noun,NN,15901
slipper,0,4.86,0.44,0,29,1.0,113,Noun,NN,18670
fowl,0,4.64,0.91,1,29,0.97,35,Noun,NN,12107
retina,0,4.46,0.79,1,29,0.97,37,Noun,NN,18795
porcelain,0,4.63,0.69,0,27,1.0,80,Noun,NN,18356
henchman,0,4.08,1.13,1,27,0.96,17,Noun,NN,10810
lager,0,4.64,0.99,4,29,0.86,25,Noun,NN,15963
ledger,0,4.36,1.1,0,28,1.0,62,Noun,NN,13491
raisin,0,4.97,0.19,0,29,1.0,83,Noun,NN,13925
lentil,0,4.48,1.12,1,28,0.96,11,Noun,NN,12090
rink,0,4.56,0.89,1,28,0.96,109,Noun,NN,14971
divination,0,1.85,1.1,3,30,0.9,5,Noun,NN,11677
venom,0,4.62,0.92,1,25,0.96,119,Noun,NN,14876
civility,0,1.62,0.86,0,29,1.0,28,Noun,NN,11398
doughnut,0,4.96,0.2,0,26,1.0,215,Noun,NN,13058
relativism,0,1.75,1.03,2,26,0.92,2,Noun,NN,12104
canister,0,4.93,0.26,0,28,1.0,73,Noun,NN,15496
seatbelt,0,4.79,0.77,1,30,0.97,47,Noun,NN,12963
platelet,0,4.21,1.35,3,27,0.89,5,Noun,NN,12201
briefcase,0,4.86,0.52,0,29,1.0,438,Noun,NN,10535
softball,0,4.89,0.31,0,28,1.0,115,Noun,NN,13598
admiral,0,4.11,1.22,0,27,1.0,845,Noun,NN,11866
campfire,0,4.79,0.49,0,29,1.0,64,Noun,NN,11939
anarchism,0,1.92,1.18,1,25,0.96,2,Noun,NN,16326
optimist,0,1.9,1.09,0,30,1.0,78,Noun,NN,12116
freeway,0,4.7,0.47,0,27,1.0,282,Noun,NN,18481
minibus,0,4.55,0.91,4,26,0.85,28,Noun,NN,14458
upholstery,0,4.65,0.75,0,31,1.0,59,Noun,NN,12341
toner,0,4.17,1.28,0,29,1.0,44,Noun,NN,12365
cactus,0,5.0,0.0,0,32,1.0,148,Noun,NN,14734
stag,0,4.39,0.88,0,28,1.0,81,Noun,NN,17203
logger,0,4.54,0.81,1,27,0.96,6,Noun,NN,10746
viewfinder,0,4.44,0.85,0,27,1.0,4,Noun,NN,11506
falcon,0,4.9,0.31,0,30,1.0,169,Noun,NN,13291
soprano,0,4.11,1.31,0,28,1.0,135,Noun,NN,16764
stationery,0,4.29,1.3,0,24,1.0,70,Noun,NN,16179
centimeter,0,4.13,1.31,0,30,1.0,10,Noun,NN,13993
frosting,0,4.86,0.44,0,29,1.0,72,Noun,NN,10076
cranberry,0,4.96,0.19,0,27,1.0,99,Noun,NN,15842
dishonesty,0,1.9,1.09,0,30,1.0,29,Noun,NN,17919
painkiller,0,4.18,1.02,0,28,1.0,27,Noun,NN,14954
preparedness,0,1.84,0.99,1,26,0.96,8,Noun,NN,18986
evangelism,0,1.93,0.92,1,30,0.97,4,Noun,NN,14748
humanism,0,1.81,1.27,3,30,0.9,3,Noun,NN,15125
yolk,0,4.78,0.64,1,28,0.96,21,Noun,NN,16592
sealant,0,4.08,1.23,0,26,1.0,12,Noun,NN,10379
saucer,0,4.79,0.62,0,29,1.0,140,Noun,NN,15989
mermaid,0,4.5,0.82,0,30,1.0,161,Noun,NN,10387
barber,0,4.59,0.57,1,28,0.96,279,Noun,NN,14115
pragmatism,0,1.63,0.74,2,29,0.93,11,Noun,NN,11597
technicality,0,1.93,1.21,0,27,1.0,61,Noun,NN,11621
truffle,0,4.6,0.97,0,30,1.0,23,Noun,NN,12634
werewolf,0,4.17,1.39,0,29,1.0,227,Noun,NN,15049
follicle,0,4.44,0.89,1,28,0.96,12,Noun,NN,13777
hearsay,0,1.82,1.06,0,28,1.0,78,Noun,NN,12756
battleground,0,4.04,1.16,0,24,1.0,24,Noun,NN,10757
sardine,0,5.0,0.0,0,25,1.0,46,Noun,NN,11055
introspection,0,1.35,0.75,1,27,0.96,9,Noun,NN,11859
greyhound,0,5.0,0.0,0,29,1.0,46,Noun,NN,18937
groin,0,4.58,0.99,1,27,0.96,92,Noun,NN,15417
fondness,0,1.66,0.81,0,29,1.0,26,Noun,NN,14771
handkerchief,0,5.0,0.0,0,27,1.0,214,Noun,NN,12564
melon,0,4.78,0.58,0,27,1.0,218,Noun,NN,12784
mango,0,5.0,0.0,0,29,1.0,84,Noun,NN,15926
accordion,0,4.86,0.59,1,29,0.97,67,Noun,NN,12027
reincarnation,0,1.63,1.3,0,30,1.0,66,Noun,NN,15571
bushel,0,4.3,1.1,1,28,0.96,32,Noun,NN,18829
nostril,0,4.89,0.42,0,28,1.0,35,Noun,NN,16372
cyst,0,4.23,1.19,0,30,1.0,22,Noun,NN,15371
blower,0,4.07,1.07,0,27,1.0,17,Noun,NN,17045
amends,0,1.92,1.09,0,26,1.0,94,Noun,NN,10642
satin,0,4.57,0.94,0,30,1.0,133,Noun,NN,15464
buttock,0,4.79,0.63,1,29,0.97,17,Noun,NN,12342
incapacity,0,1.7,1.06,3,26,0.88,13,Noun,NN,17795
stylist,0,4.08,1.38,0,26,1.0,44,Noun,NN,17699
mitt,0,4.76,0.58,0,29,1.0,70,Noun,NN,11885
blazer,0,4.79,0.56,0,29,1.0,62,Noun,NN,10450
aviator,0,4.57,0.57,0,28,1.0,28,Noun,NN,10948
impartiality,0,1.42,0.64,2,28,0.93,6,Noun,NN,13316
sax,0,4.64,0.87,0,28,1.0,64,Noun,NN,12445
tabernacle,0,4.04,1.23,3,27,0.89,36,Noun,NN,12538
clipboard,0,4.93,0.27,0,27,1.0,38,Noun,NN,12147
rancher,0,4.83,0.64,1,25,0.96,47,Noun,NN,18335
grinder,0,4.12,0.97,0,25,1.0,65,Noun,NN,17646
crevice,0,4.43,1.07,0,30,1.0,21,Noun,NN,10118
nectar,0,4.63,0.67,0,30,1.0,47,Noun,NN,16402
beekeeper,0,4.67,0.92,1,31,0.97,9,Noun,NN,15403
eatery,0,4.48,0.95,0,29,1.0,10,Noun,NN,14317
rye,0,4.74,0.81,0,27,1.0,212,Noun,NN,10963
housekeeper,0,4.36,0.95,0,28,1.0,298,Noun,NN,13337
monsoon,0,4.48,0.99,0,29,1.0,40,Noun,NN,12781
plywood,0,4.82,0.77,2,30,0.93,23,Noun,NN,15228
medic,0,4.43,0.94,0,30,1.0,291,Noun,NN,18645
atonement,0,1.44,0.85,2,29,0.93,18,Noun,NN,18309
pluralism,0,1.79,0.93,2,26,0.92,1,Noun,NN,15853
tact,0,1.76,1.12,0,29,1.0,56,Noun,NN,10691
hamster,0,4.86,0.59,0,28,1.0,109,Noun,NN,16008
nugget,0,4.45,1.02,0,29,1.0,60,Noun,NN,16597
collie,0,4.77,0.82,1,27,0.96,53,Noun,NN,13436
tortilla,0,4.89,0.57,0,28,1.0,16,Noun,NN,13906
plaza,0,4.44,1.05,0,27,1.0,301,Noun,NN,16029
alleyway,0,4.3,1.15,0,23,1.0,40,Noun,NN,10255
rapport,0,1.84,1.07,0,25,1.0,32,Noun,NN,16349
bikini,0,4.96,0.19,0,27,1.0,188,Noun,NN,18480
linebacker,0,4.69,0.76,0,29,1.0,30,Noun,NN,12931
constitutionality,0,1.7,1.17,1,28,0.96,6,Noun,NN,10914
grail,0,4.23,1.07,3,29,0.9,137,Noun,NN,10208
toothbrush,0,5.0,0.0,0,29,1.0,255,Noun,NN,12737
deli,0,4.57,0.84,1,29,0.97,108,Noun,NN,11588
altruism,0,1.5,1.19,3,25,0.88,11,Noun,NN,12484
skillet,0,4.73,0.72,0,26,1.0,62,Noun,NN,16368
workbook,0,4.57,1.01,0,30,1.0,6,Noun,NN,16548
galley,0,4.07,1.54,0,27,1.0,82,Noun,NN,11859
blouse,0,4.96,0.19,0,27,1.0,272,Noun,NN,12657
latex,0,4.77,0.43,1,27,0.96,74,Noun,NN,16289
hummingbird,0,4.96,0.19,0,28,1.0,31,Noun,NN,11210
otter,0,4.86,0.74,0,29,1.0,69,Noun,NN,15039
windmill,0,4.89,0.42,0,27,1.0,65,Noun,NN,17616
trepidation,0,1.68,1.11,2,27,0.93,7,Noun,NN,10749
escalator,0,5.0,0.0,0,29,1.0,66,Noun,NN,11880
mascot,0,4.2,1.13,0,30,1.0,84,Noun,NN,16057
catheter,0,4.48,0.92,1,26,0.96,55,Noun,NN,15278
airship,0,4.92,0.27,1,27,0.96,30,Noun,NN,10407
spaghetti,0,5.0,0.0,0,29,1.0,302,Noun,NN,16724
chili,0,4.79,0.49,0,29,1.0,382,Noun,NN,17919
ark,0,4.67,0.68,2,29,0.93,199,Noun,NN,16239
mama,0,4.3,1.15,0,30,1.0,5289,Noun,NN,12603
dormitory,0,4.64,0.91,1,29,0.97,51,Noun,NN,14322
eagerness,0,1.69,0.85,0,29,1.0,13,Noun,NN,12284
pothole,0,4.81,0.63,0,26,1.0,25,Noun,NN,15950
nomad,0,4.1,1.16,0,30,1.0,27,Noun,NN,10881
squid,0,4.71,0.71,0,28,1.0,141,Noun,NN,15873
sash,0,4.67,0.88,2,29,0.93,58,Noun,NN,16150
dew,0,4.38,0.8,1,27,0.96,109,Noun,NN,13572
hammock,0,4.89,0.58,0,27,1.0,71,Noun,NN,11921
ballpark,0,4.43,1.07,0,30,1.0,89,Noun,NN,10282
chute,0,4.61,0.79,0,28,1.0,184,Noun,NN,11894
hanger,0,4.81,0.48,0,27,1.0,69,Noun,NN,18447
seaweed,0,4.89,0.42,0,28,1.0,88,Noun,NN,14738
labyrinth,0,4.22,0.85,1,28,0.96,41,Noun,NN,14047
parlor,0,4.28,1.07,0,29,1.0,303,Noun,NN,12759
screwdriver,0,4.9,0.31,0,29,1.0,128,Noun,NN,17711
panda,0,4.75,0.93,0,28,1.0,108,Noun,NN,13765
malpractice,0,1.79,1.2,1,29,0.97,79,Noun,NN,15960
townhouse,0,4.86,0.58,0,29,1.0,38,Noun,NN,10849
eloquence,0,1.88,1.14,0,26,1.0,27,Noun,NN,12748
turnip,0,4.79,0.68,0,29,1.0,88,Noun,NN,10158
mower,0,4.86,0.44,0,29,1.0,75,Noun,NN,17090
reasonableness,0,1.93,1.0,0,29,1.0,3,Noun,NN,10994
blob,0,4.06,1.21,0,31,1.0,60,Noun,NN,17202
facilitation,0,1.81,0.88,0,27,1.0,6,Noun,NN,12379
crutch,0,4.5,0.92,0,28,1.0,67,Noun,NN,17252
cello,0,4.96,0.19,1,29,0.97,95,Noun,NN,17329
hangar,0,4.5,1.14,4,30,0.87,173,Noun,NN,12769
actuality,0,1.96,1.34,0,27,1.0,24,Noun,NN,16958
pretence,0,1.67,1.04,2,29,0.93,21,Noun,NN,13400
utensil,0,4.56,0.8,0,27,1.0,12,Noun,NN,18026
undertaker,0,4.07,1.15,1,29,0.97,78,Noun,NN,10319
newsroom,0,4.54,0.92,0,28,1.0,39,Noun,NN,18137
stallion,0,4.72,0.84,0,25,1.0,163,Noun,NN,14578
toothpaste,0,4.97,0.19,0,29,1.0,160,Noun,NN,14061
toolbox,0,4.75,0.7,0,28,1.0,64,Noun,NN,10072
romanticism,0,1.46,0.71,2,28,0.93,10,Noun,NN,10411
gunfire,0,4.66,0.67,0,29,1.0,266,Noun,NN,15368
tenacity,0,1.41,0.63,1,30,0.97,14,Noun,NN,11758
epitome,0,1.8,1.22,3,28,0.89,22,Noun,NN,12785
minefield,0,4.43,0.88,2,30,0.93,52,Noun,NN,11254
stuffing,0,4.57,0.92,1,29,0.97,165,Noun,NN,11525
knickers,0,4.54,0.88,0,28,1.0,65,Noun,NN,10109
reconsideration,0,1.59,0.93,0,27,1.0,4,Noun,NN,11174
catfish,0,4.85,0.77,0,27,1.0,63,Noun,NN,13168
reflector,0,4.3,1.09,0,30,1.0,14,Noun,NN,16639
unwillingness,0,1.8,1.32,0,30,1.0,4,Noun,NN,16519
lettering,0,4.41,0.93,0,27,1.0,23,Noun,NN,15620
restroom,0,4.93,0.38,0,27,1.0,125,Noun,NN,15934
toiletry,0,4.52,0.87,1,30,0.97,3,Noun,NN,15376
inevitability,0,1.52,1.02,0,29,1.0,18,Noun,NN,11986
polyester,0,4.12,1.33,0,25,1.0,63,Noun,NN,13993
downtime,0,1.93,1.0,0,27,1.0,22,Noun,NN,15691
adequacy,0,1.86,1.08,2,30,0.93,1,Noun,NN,15210
grocer,0,4.3,1.22,2,25,0.92,35,Noun,NN,12052
catwalk,0,4.15,1.05,0,26,1.0,36,Noun,NN,10344
pancreas,0,4.79,0.57,0,28,1.0,40,Noun,NN,13236
hedgehog,0,4.93,0.25,0,30,1.0,15,Noun,NN,13287
whisker,0,4.7,0.54,1,28,0.96,13,Noun,NN,10567
avalanche,0,4.32,1.06,0,28,1.0,173,Noun,NN,16777
indoctrination,0,1.88,0.86,3,29,0.9,15,Noun,NN,11044
roofing,0,4.66,0.86,0,29,1.0,13,Noun,NN,17344
psychotherapist,0,4.16,1.37,1,26,0.96,12,Noun,NN,12540
rafter,0,4.97,0.19,1,30,0.97,3,Noun,NN,11332
cleavage,0,4.64,0.57,0,25,1.0,70,Noun,NN,11877
meningitis,0,4.11,1.31,0,28,1.0,36,Noun,NN,11932
synthesizer,0,4.04,1.26,0,28,1.0,27,Noun,NN,13082
gunshot,0,4.93,0.27,0,27,1.0,520,Noun,NN,14813
saliva,0,4.89,0.32,0,27,1.0,135,Noun,NN,14113
telegram,0,4.63,0.88,0,27,1.0,471,Noun,NN,14269
pendant,0,4.75,0.59,0,28,1.0,46,Noun,NN,14289
reckoning,0,1.86,1.08,1,29,0.97,55,Noun,NN,14098
grille,0,4.04,1.4,4,29,0.86,18,Noun,NN,15421
lighter,0,4.53,0.73,0,30,1.0,457,Noun,NN,16565
applicability,0,1.69,1.07,0,29,1.0,2,Noun,NN,17045
gnome,0,4.59,1.09,1,30,0.97,32,Noun,NN,18110
hamburger,0,5.0,0.0,0,29,1.0,397,Noun,NN,16993
fireball,0,4.32,0.86,0,28,1.0,76,Noun,NN,12062
phosphorus,0,4.27,1.28,3,29,0.9,34,Noun,NN,17719
gully,0,4.33,1.14,2,29,0.93,47,Noun,NN,12155
bourbon,0,4.93,0.27,0,27,1.0,319,Noun,NN,11587
placard,0,4.46,1.26,1,29,0.97,6,Noun,NN,12621
biographer,0,4.41,1.02,0,29,1.0,22,Noun,NN,17149
boardroom,0,4.66,0.77,0,29,1.0,39,Noun,NN,14596
mucus,0,4.76,0.69,0,29,1.0,30,Noun,NN,12828
scissors,0,4.85,0.61,0,26,1.0,341,Noun,NN,16783
toad,0,5.0,0.0,0,28,1.0,290,Noun,NN,16511
interpolation,0,1.36,0.79,4,26,0.85,2,Noun,NN,12293
detergent,0,4.77,0.82,0,26,1.0,52,Noun,NN,18273
cheerleader,0,4.9,0.31,0,29,1.0,329,Noun,NN,14699
centerpiece,0,4.62,0.82,0,29,1.0,32,Noun,NN,14800
desirability,0,1.89,0.92,0,28,1.0,5,Noun,NN,10421
gymnastics,0,4.04,1.14,0,28,1.0,78,Noun,NN,12870
duality,0,1.93,1.12,1,29,0.97,14,Noun,NN,16078
bosom,0,4.63,0.69,2,29,0.93,159,Noun,NN,18672
salsa,0,4.7,0.72,0,27,1.0,109,Noun,NN,16000
mahogany,0,4.5,0.95,0,26,1.0,38,Noun,NN,11680
complicity,0,1.7,1.03,1,28,0.96,21,Noun,NN,16899
camcorder,0,5.0,0.0,0,30,1.0,32,Noun,NN,18538
cyclone,0,4.48,0.82,0,25,1.0,24,Noun,NN,13144
seafront,0,4.45,0.83,1,30,0.97,3,Noun,NN,13985
martyrdom,0,1.64,1.08,3,28,0.89,16,Noun,NN,15391
graphite,0,4.58,0.85,1,32,0.97,21,Noun,NN,11308
individualism,0,1.88,1.17,1,26,0.96,13,Noun,NN,18583
pediatrician,0,4.57,0.79,0,28,1.0,72,Noun,NN,11369
tarmac,0,4.8,0.82,2,27,0.93,22,Noun,NN,18828
violinist,0,4.84,0.45,0,31,1.0,33,Noun,NN,13180
torso,0,4.83,0.38,0,30,1.0,94,Noun,NN,17944
insignia,0,4.27,0.87,0,30,1.0,41,Noun,NN,10006
guidebook,0,4.83,0.53,0,30,1.0,35,Noun,NN,14820
gauntlet,0,4.43,0.84,0,28,1.0,39,Noun,NN,10537
faithfulness,0,1.72,0.84,0,25,1.0,10,Noun,NN,14377
peso,0,4.62,0.9,1,27,0.96,13,Noun,NN,10918
atrium,0,4.72,0.74,2,27,0.93,36,Noun,NN,12976
bartender,0,4.82,0.48,0,28,1.0,498,Noun,NN,16390
booty,0,4.36,0.87,0,28,1.0,313,Noun,NN,11603
workhouse,0,4.23,0.95,3,29,0.9,16,Noun,NN,10499
bulldozer,0,4.9,0.41,0,29,1.0,66,Noun,NN,11755
genitals,0,4.96,0.19,0,28,1.0,63,Noun,NN,11299
eel,0,4.69,0.89,0,29,1.0,73,Noun,NN,13997
handbrake,0,4.69,0.6,1,30,0.97,9,Noun,NN,10721
cardiologist,0,4.48,0.91,0,29,1.0,36,Noun,NN,10003
secession,0,1.85,1.01,2,28,0.93,1,Noun,NN,11741
bridesmaid,0,4.41,0.93,0,27,1.0,125,Noun,NN,12978
goblin,0,4.38,1.21,0,29,1.0,48,Noun,NN,10143
spasm,0,4.07,1.11,1,28,0.96,56,Noun,NN,15163
understatement,0,1.79,1.05,0,29,1.0,88,Noun,NN,18994
thyme,0,4.96,0.19,1,29,0.97,10,Noun,NN,10086
awning,0,4.61,0.92,0,28,1.0,24,Noun,NN,13393
porridge,0,4.89,0.31,1,29,0.97,42,Noun,NN,11394
maggot,0,4.97,0.18,0,30,1.0,81,Noun,NN,12098
grapefruit,0,4.96,0.19,1,29,0.97,126,Noun,NN,10341
sanctity,0,1.35,0.69,1,27,0.96,84,Noun,NN,16794
ravine,0,4.61,0.92,1,29,0.97,94,Noun,NN,10475
vulture,0,4.73,0.78,0,30,1.0,90,Noun,NN,15358
epiphany,0,1.6,0.71,0,25,1.0,66,Noun,NN,11233
pretense,0,1.76,1.02,1,30,0.97,44,Noun,NN,14856
chopper,0,4.07,1.03,0,29,1.0,596,Noun,NN,10993
housewife,0,4.43,0.88,0,28,1.0,180,Noun,NN,18403
propane,0,4.59,0.57,0,27,1.0,28,Noun,NN,12726
incompatibility,0,1.79,0.92,0,28,1.0,7,Noun,NN,10999
misgiving,0,1.83,0.92,0,24,1.0,3,Noun,NN,10872
foothold,0,4.03,1.15,0,29,1.0,29,Noun,NN,12720
backside,0,4.07,1.38,0,27,1.0,85,Noun,NN,18962
motorcyclist,0,4.79,0.63,0,28,1.0,13,Noun,NN,10818
hopelessness,0,1.67,1.03,0,30,1.0,11,Noun,NN,10443
orchid,0,4.92,0.28,0,24,1.0,110,Noun,NN,18355
idealist,0,1.52,0.78,0,29,1.0,34,Noun,NN,11642
filth,0,4.14,1.08,0,28,1.0,231,Noun,NN,15393
oneness,0,1.96,1.24,3,28,0.89,21,Noun,NN,12860
lotion,0,4.79,0.77,0,29,1.0,166,Noun,NN,17595
fern,0,5.0,0.0,1,26,0.96,163,Noun,NN,16761
anus,0,4.86,0.36,0,28,1.0,56,Noun,NN,11865
redness,0,4.14,1.27,0,28,1.0,10,Noun,NN,10231
phrasing,0,1.93,1.1,1,30,0.97,13,Noun,NN,12280
transcendence,0,1.48,0.89,2,29,0.93,5,Noun,NN,10392
aphid,0,4.76,0.72,3,28,0.89,4,Noun,NN,15440
mismanagement,0,1.84,1.24,0,31,1.0,7,Noun,NN,13192
derivation,0,1.86,1.04,3,25,0.88,13,Noun,NN,15478
conveyor,0,4.22,1.09,0,27,1.0,43,Noun,NN,15861
pallet,0,4.59,1.09,0,29,1.0,21,Noun,NN,17265
casket,0,4.86,0.45,0,28,1.0,162,Noun,NN,11376
incision,0,4.07,1.33,0,27,1.0,121,Noun,NN,14136
spleen,0,4.7,0.61,1,28,0.96,131,Noun,NN,11454
gladiator,0,4.82,0.77,0,28,1.0,40,Noun,NN,10621
euphoria,0,1.47,0.86,0,30,1.0,25,Noun,NN,10410
shopkeeper,0,4.43,1.01,0,30,1.0,20,Noun,NN,15220
brickwork,0,4.48,0.75,2,29,0.93,2,Noun,NN,10455
disinformation,0,1.87,1.29,4,27,0.85,12,Noun,NN,11977
octopus,0,5.0,0.0,0,28,1.0,99,Noun,NN,12073
mariner,0,4.38,0.98,1,27,0.96,22,Noun,NN,11651
microprocessor,0,4.18,1.42,0,28,1.0,19,Noun,NN,10369
splendor,0,1.59,0.69,0,27,1.0,60,Noun,NN,12292
shellfish,0,4.53,0.97,0,30,1.0,50,Noun,NN,14545
sedan,0,4.72,0.84,0,29,1.0,90,Noun,NN,12109
gambler,0,4.03,1.15,0,29,1.0,234,Noun,NN,14556
padding,0,4.52,0.71,0,25,1.0,49,Noun,NN,17178
eczema,0,4.23,1.07,0,26,1.0,9,Noun,NN,13990
sandbox,0,4.86,0.45,0,28,1.0,54,Noun,NN,11445
euphemism,0,1.74,0.86,0,27,1.0,46,Noun,NN,11337
vertebra,0,4.45,1.18,0,29,1.0,31,Noun,NN,11397
chimp,0,4.96,0.2,1,26,0.96,153,Noun,NN,13288
impurity,0,1.93,1.08,0,30,1.0,7,Noun,NN,14528
teller,0,4.38,0.8,2,28,0.93,131,Noun,NN,14263
clipper,0,4.3,1.03,1,28,0.96,59,Noun,NN,10370
flask,0,4.79,0.68,0,29,1.0,57,Noun,NN,13105
kale,0,4.81,0.4,2,28,0.93,28,Noun,NN,11679
cauliflower,0,5.0,0.0,0,24,1.0,28,Noun,NN,11146
chalet,0,4.36,1.19,4,29,0.86,26,Noun,NN,14246
earring,0,4.96,0.19,0,27,1.0,138,Noun,NN,17646
morphine,0,4.5,0.92,0,28,1.0,331,Noun,NN,15260
donut,0,4.93,0.26,0,29,1.0,72,Noun,NN,14865
bookkeeper,0,4.64,0.86,0,25,1.0,65,Noun,NN,12025
orphanage,0,4.65,0.93,1,24,0.96,273,Noun,NN,17206
napkin,0,4.93,0.38,0,28,1.0,184,Noun,NN,14097
airbag,0,4.81,0.63,1,27,0.96,20,Noun,NN,17477
roadblock,0,4.71,0.6,0,28,1.0,101,Noun,NN,12829
scuba,0,4.23,0.82,1,27,0.96,78,Noun,NN,14135
chimpanzee,0,4.96,0.19,0,28,1.0,62,Noun,NN,17013
schoolboy,0,4.5,0.96,0,28,1.0,67,Noun,NN,14826
aquifer,0,4.04,1.27,3,28,0.89,2,Noun,NN,16159
tubing,0,4.38,1.21,2,26,0.92,35,Noun,NN,15392
stroller,0,4.96,0.19,0,27,1.0,45,Noun,NN,14637
wrestler,0,4.42,1.03,0,26,1.0,91,Noun,NN,17915
duvet,0,4.85,0.46,2,29,0.93,12,Noun,NN,12790
parenthesis,0,4.78,0.64,2,29,0.93,3,Noun,NN,15964
fluoride,0,4.37,1.08,0,27,1.0,12,Noun,NN,18396
bodyguard,0,4.75,0.8,0,28,1.0,292,Noun,NN,14340
slime,0,4.48,0.83,0,29,1.0,141,Noun,NN,11538
hardcover,0,4.69,0.66,0,29,1.0,8,Noun,NN,11949
flashlight,0,5.0,0.0,0,30,1.0,302,Noun,NN,18804
exclusivity,0,1.65,0.8,3,29,0.9,11,Noun,NN,12234
prawn,0,4.62,1.07,3,24,0.88,26,Noun,NN,14865
snowfall,0,4.66,0.55,0,29,1.0,20,Noun,NN,12510
peculiarity,0,1.96,0.92,0,28,1.0,5,Noun,NN,14448
negation,0,1.92,0.95,0,25,1.0,5,Noun,NN,14074
crayon,0,4.87,0.34,0,23,1.0,21,Noun,NN,11335
quartz,0,4.72,0.75,0,29,1.0,27,Noun,NN,17536
avocado,0,4.89,0.58,0,27,1.0,62,Noun,NN,16146
filament,0,4.27,1.31,2,28,0.93,17,Noun,NN,17860
alligator,0,4.96,0.19,0,28,1.0,178,Noun,NN,12673
banjo,0,4.9,0.4,0,30,1.0,83,Noun,NN,15239
pineapple,0,4.94,0.4,4,5870,1.0,130,Noun,NN,16918
lingerie,0,4.87,0.35,0,30,1.0,144,Noun,NN,10566
broccoli,0,4.87,0.51,0,30,1.0,116,Noun,NN,18074
fir,0,4.58,1.1,1,27,0.96,22,Noun,NN,15867
pessimism,0,1.88,1.08,0,24,1.0,15,Noun,NN,12261
clove,0,4.42,0.86,1,27,0.96,26,Noun,NN,13530
abstinence,0,1.72,1.28,0,29,1.0,45,Noun,NN,16433
cataract,0,4.38,1.12,0,29,1.0,6,Noun,NN,14516
