word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
dehydration,0,3.52,1.28,0,27,1.0,40,Noun,NN,15525
aficionado,0,2.55,1.18,3,25,0.88,11,Noun,NN,12121
vortex,0,3.28,1.31,0,29,1.0,76,Noun,NN,21014
ulcer,0,4.69,0.76,0,29,1.0,131,Noun,NN,28421
smoothie,0,4.62,0.8,0,26,1.0,37,Noun,NN,16318
citation,0,3.66,1.14,0,29,1.0,81,Noun,NN,87196
haiku,0,3.58,1.45,2,28,0.93,24,Noun,NN,11185
disappointment,0,1.93,1.13,0,29,1.0,277,Noun,NN,102895
hygiene,0,3.11,1.37,0,28,1.0,108,Noun,NN,51672
practicality,0,1.7,1.18,0,30,1.0,7,Noun,NN,23632
forgery,0,3.03,1.55,1,30,0.97,100,Noun,NN,16217
springboard,0,4.24,1.3,0,25,1.0,4,Noun,NN,34029
catechism,0,2.57,1.47,4,27,0.85,15,Noun,NN,10311
psychopath,0,3.46,1.27,0,26,1.0,142,Noun,NN,13413
winner,0,3.21,1.45,0,29,1.0,1592,Noun,NN,443875
salesman,0,4.81,0.79,0,27,1.0,532,Noun,NN,36282
provocation,0,2.19,1.3,3,29,0.9,53,Noun,NN,21535
lens,0,4.64,0.68,0,28,1.0,238,Noun,NN,275156
heater,0,4.8,0.5,0,25,1.0,139,Noun,NN,74405
turnaround,0,2.96,1.57,1,25,0.96,25,Noun,NN,27055
byproduct,0,3.16,1.43,1,26,0.96,13,Noun,NN,12742
smallpox,0,4.25,1.08,1,29,0.97,75,Noun,NN,12482
brightness,0,3.43,1.45,0,28,1.0,30,Noun,NN,49053
arthritis,0,3.5,1.35,0,28,1.0,99,Noun,NN,53380
whim,0,1.69,0.79,0,26,1.0,119,Noun,NN,30555
campground,0,4.7,0.91,0,27,1.0,9,Noun,NN,17818
shipyard,0,4.79,0.66,0,24,1.0,43,Noun,NN,12456
production,0,2.59,1.37,0,27,1.0,645,Noun,NN,1173682
holiness,0,1.56,1.12,0,27,1.0,159,Noun,NN,39577
trip,0,3.71,1.3,0,28,1.0,4202,Noun,NN,849031
persecution,0,2.43,1.37,0,28,1.0,60,Noun,NN,72823
gratitude,0,2.56,1.34,0,27,1.0,395,Noun,NN,61135
legislature,0,2.54,1.43,0,28,1.0,40,Noun,NN,83573
antidote,0,3.42,1.47,1,27,0.96,221,Noun,NN,18239
registry,0,3.5,1.35,0,28,1.0,65,Noun,NN,64652
tablet,0,4.82,0.61,0,28,1.0,76,Noun,NN,210672
hostility,0,2.24,1.36,0,25,1.0,139,Noun,NN,65724
titanium,0,4.67,0.83,0,27,1.0,80,Noun,NN,14182
combustion,0,3.86,1.21,1,29,0.97,64,Noun,NN,35073
setback,0,1.97,1.13,0,30,1.0,78,Noun,NN,34282
modulation,0,2.64,1.31,1,29,0.97,7,Noun,NN,17506
fishing,0,4.3,1.01,8,5885,1.0,1204,Noun,NN,255271
firefighter,0,4.87,0.56,0,31,1.0,52,Noun,NN,44058
violence,0,3.07,1.27,0,27,1.0,1173,Noun,NN,583027
acknowledgement,0,2.62,1.42,0,29,1.0,21,Noun,NN,36834
encoder,0,3.81,1.39,2,29,0.93,11,Noun,NN,10666
tendon,0,4.47,0.97,0,30,1.0,29,Noun,NN,24106
bamboo,0,4.86,0.74,0,29,1.0,80,Noun,NN,30080
watercolor,0,4.33,1.07,0,27,1.0,5,Noun,NN,12634
diocese,0,3.04,1.2,2,30,0.93,41,Noun,NN,35382
odyssey,0,2.64,1.35,2,27,0.93,45,Noun,NN,15248
container,0,4.85,0.36,0,27,1.0,219,Noun,NN,188593
smuggler,0,4.31,1.12,0,26,1.0,62,Noun,NN,14718
dozen,0,4.66,0.72,0,29,1.0,1231,Noun,NN,327061
granny,0,4.24,0.87,0,29,1.0,430,Noun,NN,12824
alignment,0,3.26,1.37,0,31,1.0,67,Noun,NN,73042
booking,0,3.0,1.22,0,28,1.0,116,Noun,NN,112054
trimester,0,2.78,1.28,0,27,1.0,43,Noun,NN,10426
ballroom,0,4.7,0.82,0,27,1.0,220,Noun,NN,16904
absorption,0,3.22,1.48,0,27,1.0,18,Noun,NN,47545
advertisement,0,3.77,1.45,0,26,1.0,61,Noun,NN,113433
pregnancy,0,4.31,1.16,0,26,1.0,334,Noun,NN,196447
ammonia,0,4.44,1.12,0,25,1.0,76,Noun,NN,35143
chairman,0,4.31,1.04,0,29,1.0,605,Noun,NN,230921
breeding,0,2.96,1.32,0,28,1.0,186,Noun,NN,65370
guitar,0,4.9,0.4,0,30,1.0,795,Noun,NN,275817
contempt,0,1.82,1.25,0,28,1.0,256,Noun,NN,65297
gourmet,0,3.07,1.14,0,27,1.0,111,Noun,NN,22191
tiling,0,3.9,1.14,1,30,0.97,4,Noun,NN,10285
reconnaissance,0,2.04,1.12,2,26,0.92,88,Noun,NN,18576
roadside,0,4.22,1.19,0,27,1.0,52,Noun,NN,36077
velvet,0,4.44,0.89,0,27,1.0,320,Noun,NN,23277
renaissance,0,2.3,1.38,1,28,0.96,112,Noun,NN,19490
meteorite,0,4.6,1.12,0,25,1.0,41,Noun,NN,20293
hallucination,0,2.14,1.11,0,28,1.0,91,Noun,NN,19239
physician,0,4.65,0.63,0,26,1.0,313,Noun,NN,225125
ingredient,0,3.84,1.37,0,25,1.0,133,Noun,NN,259951
encore,0,2.81,1.3,1,28,0.96,126,Noun,NN,15477
briefing,0,2.79,1.42,0,28,1.0,233,Noun,NN,71830
bailiff,0,4.5,0.96,2,30,0.93,110,Noun,NN,15373
grove,0,4.76,0.58,1,30,0.97,197,Noun,NN,24682
heresy,0,2.04,1.37,0,28,1.0,51,Noun,NN,29822
duct,0,4.74,0.66,0,27,1.0,160,Noun,NN,32151
horseman,0,4.3,1.23,0,27,1.0,61,Noun,NN,11223
socialization,0,1.79,0.92,0,28,1.0,10,Noun,NN,11402
pickup,0,4.24,1.2,0,25,1.0,389,Noun,NN,38940
adapter,0,3.82,1.09,0,28,1.0,11,Noun,NN,45768
supposition,0,1.77,0.96,1,32,0.97,16,Noun,NN,14571
guilt,0,1.93,1.36,0,27,1.0,760,Noun,NN,109054
sulfate,0,3.86,1.41,1,29,0.97,20,Noun,NN,11385
correctness,0,2.36,1.13,0,28,1.0,12,Noun,NN,33395
eternity,0,1.46,0.96,0,28,1.0,407,Noun,NN,52678
herring,0,4.68,0.9,0,25,1.0,152,Noun,NN,22307
receptor,0,4.04,1.09,2,29,0.93,52,Noun,NN,65489
conjunction,0,2.15,1.35,0,26,1.0,66,Noun,NN,133961
stagnation,0,2.19,1.06,2,28,0.93,5,Noun,NN,14629
covenant,0,2.69,1.44,1,27,0.96,341,Noun,NN,76264
cadence,0,2.7,1.32,2,29,0.93,15,Noun,NN,11195
magma,0,4.73,0.53,1,27,0.96,18,Noun,NN,11650
placenta,0,4.79,0.77,0,29,1.0,24,Noun,NN,11955
trophy,0,4.89,0.42,0,28,1.0,385,Noun,NN,79376
diligence,0,1.97,1.33,0,30,1.0,39,Noun,NN,34488
archivist,0,3.57,1.43,0,28,1.0,4,Noun,NN,13928
fur,0,4.69,0.84,0,26,1.0,422,Noun,NN,59466
scholar,0,3.5,1.48,0,26,1.0,186,Noun,NN,267797
treadmill,0,4.93,0.26,0,28,1.0,42,Noun,NN,20863
stance,0,4.04,1.16,2,26,0.92,96,Noun,NN,112912
rat,0,4.85,0.6,0,27,1.0,1663,Noun,NN,130662
madness,0,1.97,1.2,0,32,1.0,431,Noun,NN,62695
blood,0,4.86,0.44,0,29,1.0,9492,Noun,NN,853781
trout,0,4.72,0.92,0,29,1.0,205,Noun,NN,36016
heir,0,3.21,1.52,0,28,1.0,266,Noun,NN,63081
dispersion,0,2.22,1.15,2,29,0.93,3,Noun,NN,15203
tuna,0,4.89,0.42,0,28,1.0,408,Noun,NN,32383
giver,0,3.38,1.27,0,26,1.0,59,Noun,NN,13561
cottage,0,4.85,0.36,0,27,1.0,270,Noun,NN,154933
relation,0,2.11,1.23,0,28,1.0,210,Noun,NN,803546
governance,0,2.11,1.22,0,27,1.0,5,Noun,NN,136756
vowel,0,3.8,1.61,0,30,1.0,36,Noun,NN,25788
scapegoat,0,2.52,1.25,0,27,1.0,56,Noun,NN,15032
plumage,0,3.93,1.33,0,29,1.0,9,Noun,NN,10391
sunshine,0,4.21,0.94,0,29,1.0,604,Noun,NN,71425
judo,0,4.32,1.19,1,29,0.97,49,Noun,NN,11008
sperm,0,4.82,0.61,0,28,1.0,318,Noun,NN,45030
painter,0,4.52,0.85,0,27,1.0,344,Noun,NN,87005
supercomputer,0,4.0,1.11,1,28,0.96,13,Noun,NN,10479
friction,0,3.0,1.25,0,29,1.0,63,Noun,NN,45227
traps,0,4.15,1.23,0,27,1.0,238,Noun,NN,42056
genetics,0,3.19,1.49,0,27,1.0,90,Noun,NN,51106
cigarette,0,4.88,0.43,0,26,1.0,1357,Noun,NN,131537
fairness,0,1.83,1.14,0,29,1.0,104,Noun,NN,77874
geology,0,2.9,1.57,0,29,1.0,47,Noun,NN,40347
humility,0,1.75,1.04,0,28,1.0,122,Noun,NN,44455
contradiction,0,2.11,1.22,0,27,1.0,75,Noun,NN,94891
juice,0,4.89,0.57,0,28,1.0,1371,Noun,NN,149655
warlord,0,4.4,1.04,0,25,1.0,39,Noun,NN,12641
exaggeration,0,2.29,1.27,1,29,0.97,47,Noun,NN,25650
objectivity,0,1.48,0.95,0,29,1.0,38,Noun,NN,26484
vision,0,3.39,1.34,0,28,1.0,1218,Noun,NN,532123
lymphoma,0,3.76,1.24,0,29,1.0,28,Noun,NN,13495
chromosome,0,4.11,1.42,0,27,1.0,38,Noun,NN,43675
luggage,0,4.83,0.38,0,29,1.0,567,Noun,NN,58938
paradigm,0,1.73,0.88,4,26,0.85,37,Noun,NN,89817
gun,0,4.83,0.76,0,29,1.0,10873,Noun,NN,570063
fusion,0,3.3,1.51,1,28,0.96,133,Noun,NN,76528
side,0,3.68,1.33,0,28,1.0,10247,Noun,NN,2865795
diffusion,0,2.24,1.41,0,29,1.0,11,Noun,NN,26252
punter,0,4.07,1.14,3,30,0.9,5,Noun,NN,23162
hue,0,3.66,1.17,0,29,1.0,71,Noun,NN,33622
backbone,0,4.19,1.14,1,28,0.96,84,Noun,NN,34815
pizza,0,5.0,0.0,0,28,1.0,1709,Noun,NN,88994
integration,0,1.89,0.97,0,27,1.0,33,Noun,NN,209707
iodine,0,4.41,1.15,0,29,1.0,64,Noun,NN,16601
organism,0,4.16,1.14,0,25,1.0,104,Noun,NN,141851
crackdown,0,2.83,1.42,0,29,1.0,10,Noun,NN,21559
comedian,0,4.04,1.25,0,26,1.0,209,Noun,NN,53750
homicide,0,3.82,1.47,0,28,1.0,782,Noun,NN,34190
electrician,0,4.21,1.26,0,29,1.0,76,Noun,NN,25685
primer,0,3.82,1.39,0,28,1.0,30,Noun,NN,26354
appendix,0,4.25,1.14,0,28,1.0,133,Noun,NN,28482
rehearsal,0,3.2,1.32,0,30,1.0,635,Noun,NN,52582
brigade,0,4.3,0.95,2,29,0.93,163,Noun,NN,94998
astronomy,0,3.03,1.5,0,29,1.0,67,Noun,NN,47138
dishwasher,0,4.86,0.59,0,28,1.0,103,Noun,NN,29657
vampire,0,4.18,1.36,0,28,1.0,894,Noun,NN,74028
data,0,3.93,1.21,0,27,1.0,1306,Noun,NN,418023
baroque,0,2.62,1.24,4,30,0.87,16,Noun,NN,10757
nose,0,4.89,0.58,0,27,1.0,3557,Noun,NN,222279
kidney,0,4.96,0.19,0,28,1.0,494,Noun,NN,93444
adventurer,0,3.73,1.28,1,27,0.96,37,Noun,NN,18920
rudder,0,4.72,0.59,0,29,1.0,198,Noun,NN,12156
lore,0,2.35,1.23,2,28,0.93,34,Noun,NN,18059
quart,0,4.57,1.01,0,30,1.0,106,Noun,NN,13115
accolade,0,2.46,1.32,2,30,0.93,1,Noun,NN,25139
part,0,3.29,1.24,0,28,1.0,13337,Noun,NN,6059326
blade,0,4.93,0.26,0,29,1.0,663,Noun,NN,130759
weaponry,0,3.56,1.4,0,27,1.0,54,Noun,NN,19371
amino,0,2.74,1.71,3,26,0.88,31,Noun,NN,37524
conversation,0,3.28,1.41,0,29,1.0,2543,Noun,NN,574894
appraisal,0,3.11,1.4,0,28,1.0,39,Noun,NN,58102
worksheet,0,4.66,0.86,0,29,1.0,5,Noun,NN,29762
expense,0,2.57,1.43,0,30,1.0,380,Noun,NN,422135
ghetto,0,3.82,1.52,0,28,1.0,282,Noun,NN,25922
rocker,0,4.31,1.17,0,29,1.0,64,Noun,NN,27702
garage,0,4.96,0.19,0,28,1.0,1388,Noun,NN,225814
user,0,3.16,1.34,0,25,1.0,79,Noun,NN,1989261
marshmallow,0,4.85,0.46,1,28,0.96,77,Noun,NN,10678
whisky,0,5.0,0.0,0,30,1.0,205,Noun,NN,26220
termination,0,2.47,1.2,0,30,1.0,68,Noun,NN,60620
violation,0,2.67,1.41,0,27,1.0,385,Noun,NN,242255
staffing,0,2.62,1.24,1,30,0.97,14,Noun,NN,39519
loyalty,0,1.57,0.88,0,28,1.0,595,Noun,NN,116260
mafia,0,3.66,1.4,0,29,1.0,238,Noun,NN,13026
poem,0,4.03,1.11,0,31,1.0,696,Noun,NN,345750
pantry,0,4.67,0.61,0,30,1.0,89,Noun,NN,16062
trance,0,3.0,1.3,2,28,0.93,268,Noun,NN,18705
cutter,0,4.07,1.07,1,30,0.97,239,Noun,NN,34374
protection,0,2.5,1.21,0,26,1.0,1197,Noun,NN,690635
evangelist,0,3.44,1.4,1,28,0.96,6,Noun,NN,22528
reliability,0,1.83,1.2,0,29,1.0,16,Noun,NN,106681
horsepower,0,2.48,1.37,0,27,1.0,62,Noun,NN,15543
adhesion,0,3.32,1.31,0,28,1.0,6,Noun,NN,13139
coherence,0,2.62,1.29,0,29,1.0,9,Noun,NN,26440
sympathy,0,1.88,1.16,13,5892,1.0,426,Noun,NN,123430
bucket,0,4.96,0.2,0,26,1.0,511,Noun,NN,92176
seawater,0,4.41,1.18,0,29,1.0,23,Noun,NN,12315
week,0,3.48,1.4,0,29,1.0,12164,Noun,NN,4005095
encampment,0,3.82,1.3,4,26,0.85,16,Noun,NN,10729
pleasure,0,2.04,1.26,0,27,1.0,4118,Noun,NN,350326
anesthesia,0,3.41,1.7,0,29,1.0,101,Noun,NN,12304
jungle,0,4.66,0.77,0,29,1.0,1151,Noun,NN,62920
assortment,0,2.5,1.39,0,26,1.0,37,Noun,NN,27539
phrase,0,2.86,1.51,0,29,1.0,464,Noun,NN,332879
road,0,4.75,0.8,0,28,1.0,5709,Noun,NN,1646912
taco,0,4.93,0.37,0,29,1.0,158,Noun,NN,13491
authorship,0,2.52,1.4,0,29,1.0,5,Noun,NN,21316
ensemble,0,3.7,1.35,0,27,1.0,57,Noun,NN,63733
footbridge,0,4.81,0.8,3,29,0.9,6,Noun,NN,10866
criminality,0,1.87,1.14,0,30,1.0,6,Noun,NN,14756
efficiency,0,2.15,1.35,0,27,1.0,139,Noun,NN,326394
grandchild,0,4.26,1.23,0,27,1.0,78,Noun,NN,67923
methane,0,4.32,1.06,0,28,1.0,58,Noun,NN,38122
theme,0,2.72,1.53,0,29,1.0,710,Noun,NN,624760
mammal,0,4.59,0.68,0,29,1.0,62,Noun,NN,64737
expiration,0,2.61,1.23,1,24,0.96,52,Noun,NN,26649
loan,0,3.72,1.36,0,29,1.0,1013,Noun,NN,693088
skeleton,0,4.97,0.19,0,29,1.0,261,Noun,NN,54677
ant,0,4.86,0.52,0,29,1.0,273,Noun,NN,65238
buddy,0,3.48,1.55,0,29,1.0,5247,Noun,NN,76442
turnout,0,3.07,1.27,0,28,1.0,84,Noun,NN,41074
vandalism,0,3.47,1.38,0,30,1.0,79,Noun,NN,24209
comma,0,4.65,0.57,0,23,1.0,50,Noun,NN,25386
cat,0,4.86,0.52,0,29,1.0,3383,Noun,NN,442591
modifier,0,2.41,1.34,2,29,0.93,2,Noun,NN,14786
waterfall,0,4.9,0.55,0,30,1.0,95,Noun,NN,41422
dispensation,0,2.0,1.09,4,27,0.85,18,Noun,NN,14465
cohort,0,2.75,1.39,3,27,0.89,10,Noun,NN,62382
illustration,0,4.36,0.95,0,28,1.0,24,Noun,NN,171189
competition,0,3.86,1.22,0,29,1.0,1066,Noun,NN,686798
grassroots,0,2.63,1.55,1,28,0.96,15,Noun,NN,46412
measurement,0,3.26,1.35,0,27,1.0,27,Noun,NN,265671
volt,0,3.43,1.37,0,28,1.0,9,Noun,NN,43659
term,0,2.82,1.42,0,28,1.0,890,Noun,NN,2725924
ambivalence,0,1.7,0.82,2,29,0.93,12,Noun,NN,11179
scenario,0,2.62,1.29,0,29,1.0,319,Noun,NN,291045
polygamy,0,2.83,1.67,2,25,0.92,19,Noun,NN,10501
dossier,0,4.21,1.18,4,28,0.86,56,Noun,NN,12607
denomination,0,2.77,1.28,0,30,1.0,18,Noun,NN,44860
wartime,0,2.63,1.31,0,27,1.0,58,Noun,NN,38362
programmer,0,3.86,0.95,0,29,1.0,56,Noun,NN,105771
generation,0,1.96,1.07,0,28,1.0,619,Noun,NN,763735
nitrogen,0,3.41,1.55,0,29,1.0,61,Noun,NN,61787
lid,0,4.96,0.19,0,27,1.0,251,Noun,NN,82498
calf,0,4.48,0.89,1,28,0.96,151,Noun,NN,58316
bottleneck,0,3.97,1.43,0,29,1.0,26,Noun,NN,17484
medication,0,4.53,1.07,0,30,1.0,652,Noun,NN,273485
movement,0,3.63,1.24,0,27,1.0,757,Noun,NN,1127561
clone,0,4.34,0.86,0,29,1.0,128,Noun,NN,53913
irrigation,0,4.0,1.12,0,28,1.0,43,Noun,NN,45053
musician,0,4.42,0.95,0,26,1.0,308,Noun,NN,234136
melanoma,0,4.1,1.09,0,30,1.0,19,Noun,NN,13527
drama,0,2.34,1.37,0,29,1.0,1028,Noun,NN,226070
biochemistry,0,3.4,1.43,0,30,1.0,29,Noun,NN,14333
cortex,0,3.79,1.2,2,30,0.93,57,Noun,NN,23954
vengeance,0,2.04,1.14,1,29,0.97,276,Noun,NN,32536
incarnation,0,1.68,1.16,0,28,1.0,18,Noun,NN,49695
parsley,0,4.77,0.86,0,26,1.0,43,Noun,NN,14479
buildup,0,3.08,1.35,0,26,1.0,59,Noun,NN,13840
fairytale,0,2.93,1.41,0,29,1.0,0,Noun,NN,11890
mosaic,0,4.26,1.23,0,27,1.0,23,Noun,NN,34039
turntable,0,4.57,1.14,0,28,1.0,18,Noun,NN,14545
cord,0,4.63,0.88,0,27,1.0,358,Noun,NN,86580
spa,0,4.67,0.92,0,24,1.0,239,Noun,NN,73996
conversion,0,2.46,1.14,0,28,1.0,66,Noun,NN,235078
castle,0,4.96,0.19,0,28,1.0,1099,Noun,NN,157758
estuary,0,4.17,1.19,4,27,0.85,5,Noun,NN,27328
goldfish,0,4.79,0.79,0,28,1.0,155,Noun,NN,18731
rupee,0,4.68,1.11,4,29,0.86,2,Noun,NN,11032
payment,0,3.91,1.16,0,23,1.0,538,Noun,NN,781654
identity,0,2.0,1.23,0,30,1.0,662,Noun,NN,516861
metabolite,0,2.52,1.5,4,27,0.85,3,Noun,NN,13114
fatality,0,3.5,1.41,0,30,1.0,46,Noun,NN,32313
hypocrite,0,2.55,1.45,1,30,0.97,166,Noun,NN,24896
verification,0,2.45,1.27,0,29,1.0,46,Noun,NN,63725
anonymity,0,1.88,1.12,1,25,0.96,46,Noun,NN,35602
emotion,0,2.44,1.48,0,27,1.0,423,Noun,NN,300709
microscope,0,5.0,0.0,0,28,1.0,129,Noun,NN,48674
usefulness,0,1.86,1.03,0,29,1.0,28,Noun,NN,37508
bone,0,4.9,0.56,0,29,1.0,1329,Noun,NN,321606
offender,0,3.88,1.14,0,26,1.0,140,Noun,NN,132159
orchard,0,4.75,0.8,0,28,1.0,98,Noun,NN,33432
acidity,0,3.4,1.35,1,26,0.96,10,Noun,NN,15125
interpreter,0,3.67,1.54,0,27,1.0,91,Noun,NN,63627
ankle,0,4.81,0.79,0,27,1.0,409,Noun,NN,68192
concierge,0,3.89,1.4,2,30,0.93,73,Noun,NN,11062
atheist,0,2.93,1.46,0,30,1.0,55,Noun,NN,101877
mile,0,3.63,1.42,0,27,1.0,1071,Noun,NN,1133771
route,0,3.88,1.39,0,24,1.0,1089,Noun,NN,640567
iguana,0,4.83,0.76,0,29,1.0,40,Noun,NN,10739
beach,0,4.79,0.77,0,29,1.0,2888,Noun,NN,478935
farmhouse,0,4.74,0.53,0,27,1.0,67,Noun,NN,27905
ceiling,0,4.85,0.46,0,27,1.0,426,Noun,NN,166166
quake,0,3.64,1.38,0,25,1.0,82,Noun,NN,25076
attendee,0,3.79,1.4,0,29,1.0,1,Noun,NN,73551
deposition,0,2.92,1.32,2,28,0.93,153,Noun,NN,35313
congestion,0,3.61,1.27,1,24,0.96,24,Noun,NN,61784
vocabulary,0,3.03,1.35,0,30,1.0,119,Noun,NN,85105
fountain,0,4.77,0.59,0,26,1.0,352,Noun,NN,53432
airport,0,4.87,0.43,0,30,1.0,1940,Noun,NN,333781
composition,0,3.1,1.59,0,29,1.0,124,Noun,NN,213639
turtle,0,5.0,0.0,0,27,1.0,869,Noun,NN,51024
acoustics,0,3.12,1.24,0,25,1.0,22,Noun,NN,11937
cable,0,4.74,0.81,0,27,1.0,1108,Noun,NN,375743
devastation,0,2.76,1.35,0,29,1.0,49,Noun,NN,27497
preconception,0,1.7,1.03,0,27,1.0,1,Noun,NN,12227
microwave,0,4.34,1.2,0,29,1.0,199,Noun,NN,68610
sinus,0,4.27,1.14,0,30,1.0,89,Noun,NN,16945
brow,0,4.39,1.03,0,28,1.0,94,Noun,NN,34892
mouthpiece,0,4.66,0.77,0,29,1.0,47,Noun,NN,12979
outbuilding,0,3.89,1.37,1,29,0.97,11,Noun,NN,12223
pitfall,0,2.85,1.54,0,26,1.0,1,Noun,NN,29896
country,0,4.17,1.18,0,30,1.0,8254,Noun,NN,3899083
adage,0,1.86,0.94,4,26,0.85,32,Noun,NN,13878
joystick,0,4.74,0.86,0,27,1.0,15,Noun,NN,13330
disposition,0,2.1,1.14,0,29,1.0,110,Noun,NN,63758
condolence,0,2.19,1.08,1,28,0.96,17,Noun,NN,19586
guy,0,4.68,0.67,0,28,1.0,38893,Noun,NN,1266790
